Satellite,Band,Frequency,Link Frequency,Polarity,Generic,VC,Description,SR,FEC,Service Number,Bitstream,Source,Updated,Updater,Encryption,RotateLNB
Telstar 13,C,3940,1210,V,CE,322,Cine Latino,29270, 7/8,3,B,photoman76,11-28-04,boblcape,ZKorFP,
Telstar 13,C,3940,1210,V,CE,323,VideoRola,29270, 7/8,4,B,photoman76,01-08-05,eph2,ZKorFP,
Telstar 13,C,3940,1210,V,CE,324,Infinito,29270, 7/8,5,B,photoman76,11-28-04,boblcape,ZKorFP,
Telstar 13,C,3940,1210,V,CE,325,ZEE TV USA,29270, 7/8,6,B,gunwanti,11-28-04,jaydee353,ZKorFP,
Telstar 13,C,3940,1210,V,CE,339,Telefe International,29270, 1/1,,B,Deepspace,01-07-05,Deepspace,ZKorFP,
Telstar 13,C,3940,1210,V,,803,SET1 Southern Gospel Music Channel,29270, 7/8,7,B,gunwanti,11-28-04,boblcape,SorNS,
Telstar 13,C,3940,1210,V,,804,SET2 Blue Grass Music Channel,29270, 7/8,8,B,gunwanti,11-28-04,boblcape,SorNS,
Telstar 13,C,3940,1210,V,,805,SET3 Traditional Black Gospel Music Channel,29270, 7/8,9,B,gunwanti,11-28-04,boblcape,SorNS,
Telstar 13,C,4000,1150,H,CG,380,Hot Zone,19510, 3/4,1,B,telliott,11-28-04,jaydee353,SorNS,
Telstar 13,C,4000,1150,H,CG,381,Spice 2,19510, 3/4,2,B,bradley640,11-28-04,jaydee353,SorNS,
Telstar 13,C,4000,1150,H,CG,382,Spice,19510, 3/4,3,B,bradley640,11-28-04,jaydee353,SorNS,
Telstar 13,C,4000,1150,H,CG,383,Hot Nework,19510, 3/4,4,B,bradley640,11-28-04,jaydee353,SorNS,
Telstar 13,C,4000,1150,H,CG,384,SiTV,19510, 3/4,5,B,bradley640,11-28-04,jaydee353,SorNS,
Telstar 13,C,4000,1150,H,CG,385,Playboy Enhanced,19510, 3/4,6,B,gunwanti,11-28-04,jaydee353,SorNS,
Telstar 13,C,4000,1150,H,CG,386,TheTennis Channel,19510, 3/4,7,B,bradley640,11-28-04,jaydee353,ZKorFP,
Telstar 13,C,4000,1150,H,CG,387,Varsity,19510, 3/4,8,B,telliott,11-28-04,jaydee353,ZKorFP,
Telstar 13,C,4000,1150,H,,400,The Tennis Channel,19510, 3/4,7,B,sba4dtv,11-28-04,boblcape,ZKorFP,
Telstar 13,C,4000,1150,H,,891,CRN 521 (Audio),19510, 3/4,9,B,alan_judd,11-28-04,boblcape,ZKorFP,
Telstar 13,C,4000,1150,H,,892,CRN 522 (Audio),19510, 3/4,10,B,alan_judd,11-28-04,boblcape,ZKorFP,
Telstar 13,C,4000,1150,H,,970,Playboy Directors Cut,19510, 3/4,6,B,bradley640,11-28-04,boblcape,SorNS,
Telstar 13,C,4100,1050,V,,,3ABN (Combo Mode - Not for 4dtv),29270, 3/4,1,B,rodhew,11-28-04,jaydee353,ZKorFP,
Telstar 13,C,4100,1050,V,,,Daystar (Combo Mode - Not for 4dtv),29270, 3/4,5,B,rodhew,11-28-04,jaydee353,ZKorFP,
Telstar 13,C,4100,1050,V,,,Family Net ? (Combo Mode - Not for 4dtv),29270, 3/4,6,B,rodhew,11-28-04,jaydee353,ZKorFP,
Telstar 13,C,4100,1050,V,,,Unknown (Combo Mode - Not for 4dtv),29270, 3/4,3,B,rodhew,11-28-04,jaydee353,ZKorFP,
Telstar 13,C,4100,1050,V,,,Unknown (Combo Mode - Not for 4dtv),29270, 3/4,7,B,rodhew,11-28-04,jaydee353,ZKorFP,
Telstar 13,C,4100,1050,V,,,Unknown (Combo Mode - Not for 4dtv),29270, 3/4,4,B,rodhew,11-28-04,jaydee353,ZKorFP,
Telstar 13,C,4100,1050,V,,,Unknown Christian (Combo Mode - Not for 4dtv),29270, 3/4,2,B,rodhew,11-28-04,jaydee353,ZKorFP,
Telstar 13,C,4160,990,H,CG,548,Taste Of Spice,19510, 3/4,9,B,bradley640,11-28-04,boblcape,SorNS,
Telstar 13,C,4172,978,V,CA,150,Pleasure,14630, 3/4,3,B,rodhew,11-28-04,boblcape,MP,
Telstar 13,C,4172,978,V,CA,151,Pleasure,14630, 3/4,4,B,rodhew,11-28-04,boblcape,MP,
Telstar 13,C,4172,978,V,CA,152,Pleasure,14630, 3/4,5,B,rodhew,11-28-04,boblcape,MP,
Telstar 13,C,4172,978,H,CA,153,Pleasure,14630, 3/4,6,B,bradley640,11-28-04,boblcape,MP,
Telstar 13,C,4172,978,H,CA,154,Pleasure,14630, 3/4,7,B,bradley640,11-28-04,boblcape,MP,
Telstar 13,C,4172,978,V,CA,155,Pleasure,14630, 3/4,8,B,artphill,11-28-04,boblcape,MP,
Telstar 5,C,3731,1419,H,,610,NebSat 102,9760, 3/4,1,B,photoman76,03-25-04,DRLev,ZKorFP,
Telstar 5,C,3731,1419,H,,611,NebSat 103,9760, 3/4,2,B,photoman76,03-25-04,DRLev,ZKorFP,
Telstar 5,C,3731,1419,H,,612,NebSat 104,9760, 3/4,3,B,photoman76,03-25-04,DRLev,ZKorFP,
Telstar 5,C,3731,1419,H,,613,NebSat 105,9760, 3/4,4,B,photoman76,03-25-04,DRLev,ZKorFP,
Telstar 5,C,3731,1419,H,,614,NebSat 106,9760, 3/4,5,B,photoman76,03-25-04,DRLev,ZKorFP,
Telstar 5,C,3731,1419,H,,615,NebSat 108,9760, 3/4,6,B,photoman76,03-25-04,DRLev,ZKorFP,
Telstar 5,C,3780,1370,H,,000,Alternate audio using,29270, 7/8,,,DRLev,10-11-02,bradley640,ZKorFP,
Telstar 5,C,3780,1370,H,,001,Spanish and French,29270, 7/8,,,DRLev,10-11-02,bradley640,ZKorFP,
Telstar 5,C,3780,1370,H,,002,language settings,29270, 7/8,,,DRLev,10-11-02,bradley640,ZKorFP,
Telstar 5,C,3780,1370,H,,600,NETV (PBS),29270, 7/8,9,I,DRLev,10-17-02,eddyg1,ZKorFP,
Telstar 5,C,3780,1370,H,,601,NETV2,29270, 7/8,10,I,DRLev,03-23-04,nickh30,ZKorFP,
Telstar 5,C,3780,1370,H,,602,NETV,29270, 7/8,11,I,DRLev,10-14-02,DRLev,ZKorFP,
Telstar 5,C,3780,1370,H,,603,NETV HD,29270, 7/8,21,Q,DRLev,07-24-03,DRLev,ZKorFP,
Telstar 5,C,3820,1330,H,,,CBS Network (Combo),29270, 3/4,,B,rodhew,09-21-03,,ZKorFP,
Telstar 6,C,4100,1050,H,,,CBS,29270, 3/4,1,B,rodhew,09-07-02,elm_sd,ZKorFP,
Telstar 6,C,4100,1050,H,,,CBS,29270, 3/4,2,B,rodhew,09-07-02,elm_sd,ZKorFP,
Telstar 6,C,4100,1050,H,,,CBS,29270, 3/4,3,B,rodhew,09-07-02,elm_sd,ZKorFP,
Telstar 6,C,4120,1030,V,,101,UPN / CBS Feeds - Combo,29270, 3/4,1,B,caesar,01-13-05,caesar,MP,
Telstar 6,C,4140,1010,H,,,CBS Combo Mode,29270, 3/4,1,B,christr,11-09-04,christr,ZKorFP,
Telstar 6,C,4160,990,V,,,Slate,29270, 3/4,4,B,rodhew,09-07-02,elm_sd,ZKorFP,
Telstar 6,C,4160,990,V,,,Slate,29270, 3/4,5,B,rodhew,09-07-02,elm_sd,ZKorFP,
Telstar 6,C,4160,990,V,,,UPN,29270, 3/4,6,B,rodhew,09-07-02,elm_sd,ZKorFP,
AMC 1,KU,11710,990,V,,000,Set polarity 20 to 25 degrees,, ,,,DRLev,09-07-02,elm_sd,ZKorFP,
AMC 1,KU,11711,990,V,,001,lower on K1 than for other sats,, ,,,DRLev,09-07-02,elm_sd,ZKorFP,
AMC 1,KU,11818,990,V,KF,220,KET Star Channel 704,3250, 4/5,1,B,DRLev,10-23-02,DRLev,ZKorFP,
AMC 1,KU,11818,990,V,KF,223,KET Star Channel 703,3250, 4/5,4,B,DRLev,10-23-02,DRLev,ZKorFP,
AMC 1,KU,12044,990,V,,780,ACN,4880, 3/4,3,B,DRLev,04-24-03,DRLev,ZKorFP,
AMC 3,KU,11750,990,V,KF,143,CTN,7320, 7/8,4,B,photoman76,11-06-03,artphill,MP,
AMC 3,KU,11750,990,V,KF,144,CTN,7320, 7/8,5,B,photoman76,11-06-03,artphill,MP,
AMC 3,KU,11985,990,V,,,GPTV Feeds,19510, 3/4,3,B,photoman76,11-06-03,artphill,MP,
AMC 3,KU,11985,990,V,,,GPTV Feeds,19510, 3/4,4,B,photoman76,11-06-03,artphill,MP,
AMC 3,KU,11985,990,V,,,PeachStar,19510, 3/4,2,B,artphill,11-06-03,,MP,
AMC 3,KU,11985,990,V,,640,GPTV,19510, 3/4,1,B,photoman76,11-06-03,artphill,ZKorFP,
AMC 3,KU,11990,990,V,KF,320,GPB PBS,19510, 3/4,,,Anonymous,11-19-04,,ZKorFP,
AMC 3,KU,12049,990,V,,,Florida Knowledge Network,9760, 3/4,3,B,Nickh30,11-07-03,,ZKorFP,
AMC 3,KU,12049,990,V,,,Florida Lottery,9760, 3/4,5,B,Nickh30,11-07-03,,ZKorFP,
AMC 3,KU,12049,990,V,,,The Florida Channel,9760, 3/4,4,B,Nickh30,11-07-03,,ZKorFP,
AMC 3,KU,12060,990,V,,,Florida Knowledge Net O/V,4880, 3/4,,,Nickh30,11-07-03,,ZKorFP,
AMC 3,KU,12067,990,V,,,Florida Knowledge Net O/V,4880, 3/4,,,Nickh30,11-07-03,,ZKorFP,
AMC 3,KU,12072,990,H,KG,587,LPB Kids & You,14630, 3/4,4,B,artphill,07-19-04,DRLev,ZKorFP,on
AMC 3,KU,12072,990,H,KG,588,PBS & You,14630, 3/4,3,B,artphill,07-19-04,DRLev,ZKorFP,on
AMC 3,KU,12072,990,H,KG,590,LPB,14630, 3/4,1,B,artphill,07-19-04,DRLev,ZKorFP,on
AMC 3,KU,12072,990,H,KG,592,LPB PBS HD,14630, 3/4,5,B,artphill,07-19-04,DRLev,ZKorFP,on
AMC 3,KU,12075,990,V,,,Florida Knowledge Net O/V,4880, 3/4,,,Nickh30,11-07-03,,ZKorFP,
AMC 3,KU,12100,990,V,KF,434,PBS X West,19510, 3/4,15,B,DANIELH,08-20-03,eph2,ZKorFP,
AMC 3,KU,12100,990,V,KF,435,PBSKIDS,19510, 3/4,16,B,DANIELH,08-12-03,DANIELH,ZKorFP,
AMC 3,KU,12100,990,V,KF,436,PBSYOU,19510, 3/4,17,B,DANIELH,08-12-03,DANIELH,ZKorFP,
AMC 3,KU,12100,990,V,KF,437,PBS X East,19510, 3/4,18,B,eph2,08-20-03,eph2,ZKorFP,
AMC 3,KU,12100,990,V,KF,438,Color Bars --  O/V,19510, 3/4,19,B,DANIELH,11-06-03,artphill,ZKorFP,
AMC 3,KU,12150,990,H,KG,589,Annenberg,3250, 3/4,1,B,artphill,11-12-03,artphill,ZKorFP,
AMC 3,KU,12153,990,H,KG,500,PBS,4880, 3/4,1,B,rodhew,10-31-02,jefflandwehr,ZKorFP,
AMC 3,KU,12161,990,H,KE,280,PBS,4880, 3/4,1,B,rodhew,10-31-02,jefflandwehr,ZKorFP,
AMC 3,KU,12166,990,H,KG,520,SCETV,4880, 3/4,1,B,photoman76,09-23-03,,ZKorFP,
AMC 3,KU,12176,990,H,KG,540,SCETV,4880, 3/4,1,B,photoman76,09-23-03,,ZKorFP,
AMC 3,KU,12180,990,V,KF,540,PBS X,29270, 3/4,1,I,eph2,08-20-03,eph2,ZKorFP,
AMC 3,KU,12180,990,V,KF,542,PBS MCR 2 Sch 502,29270, 3/4,3,I,eph2,08-20-03,eph2,ZKorFP,
AMC 3,KU,12180,990,V,KF,544,PBS MCR 5 Sch 504,29270, 3/4,5,I,DANIELH,08-20-03,eph2,ZKorFP,
AMC 3,KU,12180,990,V,KF,551,PBS MCR 1 Sch 501,29270, 3/4,2,Q,DANIELH,08-20-03,eph2,ZKorFP,
AMC 3,KU,12180,990,V,KF,553,PBS MCR 4 Sch 503,29270, 3/4,4,Q,DANIELH,08-20-03,eph2,ZKorFP,
AMC 3,KU,12180,990,V,KF,555,PBS Sch 505,29270, 3/4,6,Q,DANIELH,08-20-03,eph2,ZKorFP,
AMC 3,KU,12180,990,V,,600,PBS X,29270, 3/4,1,I,DRLev,09-07-02,elm_sd,ZKorFP,
AMC 4,KU,11740,990,H,CE,540,FordStar Dealer Network,29270, 3/4,1,I,telliott,10-31-02,jefflandwehr,MP,
AMC 4,KU,11740,990,H,CE,541,FordStar Dealer Network,29270, 3/4,2,I,telliott,10-31-02,jefflandwehr,MP,
AMC 4,KU,11740,990,H,CE,542,FordStar Dealer Network,29270, 3/4,3,I,telliott,10-31-02,jefflandwehr,MP,
AMC 4,KU,11740,990,H,CE,543,FordStar Dealer Network,29270, 3/4,4,I,telliott,10-31-02,jefflandwehr,MP,
AMC 4,KU,11740,990,H,CE,544,FordStar Dealer Network,29270, 3/4,5,I,telliott,10-31-02,jefflandwehr,MP,
AMC 4,KU,11740,990,H,CE,546,FordStar Dealer Network,29270, 3/4,22,I,telliott,10-31-02,jefflandwehr,MP,
AMC 4,KU,11740,990,H,CE,547,FordStar Dealer Network,29270, 3/4,23,I,telliott,10-31-02,jefflandwehr,MP,
AMC 4,KU,11740,990,H,CE,550,Fordstar Dealer Network,29270, 3/4,11,Q,jefflandwehr,10-31-02,jefflandwehr,MP,
AMC 4,KU,11740,990,H,CE,552,Fordstar Dealer Network,29270, 3/4,13,Q,jefflandwehr,10-31-02,,MP,
AMC 4,KU,11740,990,H,CE,554,Fordstar Dealer Network,29270, 3/4,15,Q,jefflandwehr,10-31-02,,MP,
AMC 4,KU,11740,990,H,CE,555,Fordstar Dealer Network,29270, 3/4,31,Q,jefflandwehr,10-31-02,,MP,
AMC 4,KU,11740,990,H,CE,556,Fordstar Dealer Network,29270, 3/4,32,Q,jefflandwehr,10-31-02,,MP,
AMC 4,KU,11948,990,H,,,Unknown,4880, 3/4,,,rodhew,09-07-02,elm_sd,MP,
AMC 4,KU,12085,990,H,CG,200,Fordstar Dealer Network,4880, 3/4,1,B,jefflandwehr,10-31-02,,ZKorFP,on
AMC 5,KU,11791,990,H,,600,Oklahoma ETA (PBS),4880, 3/4,,,rodhew,04-27-03,DRLev,ZKorFP,
Anik E2R,KU,,990,V,,295,HDTV 5,19510, 3/4,1,B,tholbroo,10-09-03,,SorNS,
Anik E2R,KU,11870,990,H,KG,243,EWTN,19510, 3/4,4,B,DANIELH,09-10-03,,SorNS,
Anik E2R,KU,11870,990,H,KG,250,MasterWorks,19510, 3/4,11,B,DANIELH,09-10-03,DANIELH,SorNS,
Anik E2R,KU,11870,990,H,KG,253,CMT,19510, 3/4,23,B,DANIELH,09-10-03,DANIELH,SorNS,
Anik E2R,KU,11870,990,H,KG,257,Blues Street,19510, 3/4,27,B,DANIELH,09-10-03,,SorNS,
Anik E2R,KU,11870,990,H,KG,259,Jazz Cafe,19510, 3/4,20,B,DANIELH,09-10-03,,SorNS,
Anik E2R,KU,12050,990,V,,292,HD2,19510, 3/4,5,B,Greg5,11-09-03,Greg5,SorNS,
Anik E2R,KU,12050,990,V,,294,HD4,19510, 3/4,6,B,tholbroo,11-09-03,Greg5,SorNS,
Anik E2R,KU,12050,990,H,,296,HD6,19510, 3/4,1,B,tholbroo,11-09-03,Greg5,SorNS,
Anik E2R,KU,12110,990,H,KG,441,CTV Ottawa CJOH,19510, 3/4,2,B,DANIELH,09-09-03,DANIELH,SorNS,
Anik E2R,KU,12110,990,H,KG,443,APTN,19510, 3/4,4,B,DANIELH,09-09-03,,SorNS,
Anik E2R,KU,12110,990,H,KG,444,CBC Newsworld,19510, 3/4,5,B,DANIELH,09-09-03,,SorNS,
Anik E2R,KU,12110,990,H,KG,450,Gold Rock,19510, 3/4,11,B,DANIELH,09-09-03,,SorNS,
Anik E2R,KU,12110,990,H,KG,452,Adult Alternative,19510, 3/4,13,B,DANIELH,09-10-03,,SorNS,
Anik E2R,KU,12110,990,H,KG,453,Pop Adult,19510, 3/4,14,B,DANIELH,09-09-03,,SorNS,
Anik E2R,KU,12110,990,H,KG,454,Ambient Lounge,19510, 3/4,15,B,DANIELH,09-09-03,,SorNS,
Anik E2R,KU,12110,990,H,KG,455,Dance,19510, 3/4,16,B,DANIELH,09-10-03,,SorNS,
Anik E2R,KU,12110,990,H,KG,458,Country Classics,19510, 3/4,19,B,DANIELH,09-09-03,,SorNS,
Anik E2R,KU,12157,990,H,KE,280,Super Ecran 3,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,
Anik E2R,KU,12157,990,H,KE,281,Canal Indigo Preview,19510, 3/4,,,artphill,09-07-02,elm_sd,ZKorFP,
Anik E2R,KU,12170,990,H,,290,HD1,19510, 3/4,4,B,Greg5,11-09-03,Greg5,SorNS,
Anik E2R,KU,12170,990,H,,293,HD3,19510, 3/4,2,B,tholbroo,11-09-03,Greg5,SorNS,
Anik E2R,KU,12183,990,H,KE,301,TQS Montreal CFJP,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,on
Anik E2R,KU,12183,990,H,KE,302,TVA CFTM,19510, 3/4,,,artphill,09-07-02,elm_sd,SorNS,on
Anik E2R,KU,12427,990,V,,710,TVA Quebec,19510, 3/4,1,B,Greg5,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12427,990,V,,713,CHOT  TVA Hull,19510, 3/4,4,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12427,990,V,,720,Canal Savior,19510, 3/4,17,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12427,990,V,,760,Le Canal Nouvelles,19510, 3/4,2,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12427,990,V,,762,MusiMax,19510, 3/4,7,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12427,990,V,,775,Musique Plus,19510, 3/4,8,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12427,990,V,,820,® RFI 1 Radio,19510, 3/4,23,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12453,990,V,,298,Star Chocie Info 298,19510, 3/4,4,B,tholbroo,01-13-03,tholbroo,ZKorFP,
Anik E2R,KU,12453,990,V,,761,TV5 Quebec,19510, 3/4,7,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12453,990,V,,801,Fairchild TV,19510, 3/4,2,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12453,990,V,,805,ATN - Asian TV Network,19510, 3/4,1,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12453,990,V,,807,Odyssey Canada,19510, 3/4,3,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12453,990,V,,816,® Radio Punjab,19510, 3/4,43,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12453,990,H,,819,® Sur Sagar Radio,19510, 3/4,44,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12549,990,V,,750,RDS,19510, 3/4,11,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12549,990,V,,752,Canal Vie,19510, 3/4,18,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12549,990,V,,753,Canal Evasion,19510, 3/4,14,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12549,990,V,,754,Canal Z,19510, 3/4,15,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12549,990,V,,755,Series +,19510, 3/4,13,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12549,990,V,,756,Historia,19510, 3/4,12,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12549,990,V,,773,Canal D,19510, 3/4,16,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12575,990,V,,751,RFO,19510, 3/4,3,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12636,990,V,,716,TVA Rimouski,19510, 3/4,5,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12636,990,V,,717,TVA Chicoutimi,19510, 3/4,4,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12636,990,V,,723,TQS Quebec City,19510, 3/4,2,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12671,990,V,,265,Canal Indigo 5,19510, 3/4,1,B,tholbroo,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12671,990,V,,266,Canal Indigo 6,19510, 3/4,2,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12671,990,V,,267,Canal Indigo 7,19510, 3/4,3,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12671,990,V,,268,Canal Indigo 8,19510, 3/4,4,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12671,990,V,,269,Canal Indigo 9,19510, 3/4,5,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12671,990,V,,270,Canal Indigo 10,19510, 3/4,6,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12671,990,V,,271,Canal Indigo 11,19510, 3/4,7,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12671,990,V,,272,Canal Indigo 12,19510, 3/4,8,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12671,990,V,,273,Canal Indigo 13,19510, 3/4,9,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12671,990,V,,274,Canal Indigo 14,19510, 3/4,10,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12732,990,V,,260,Canal Indigo Preview,19510, 3/4,2,B,artphill,01-13-03,tholbroo,ZKorFP,
Anik E2R,KU,12732,990,V,,261,Canal Indigo 1,19510, 3/4,11,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12732,990,V,,262,Canal Indigo 2,19510, 3/4,10,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12732,990,V,,263,Canal Indigo 3,19510, 3/4,12,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12732,990,V,,264,Canal Indigo 4,19510, 3/4,13,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12732,990,V,,770,Vrak.TV,19510, 3/4,7,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12732,990,V,,780,Super Ecran 1,19510, 3/4,8,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12732,990,V,,781,Super Ecran 2,19510, 3/4,9,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12732,990,V,,782,Super Ecran 3,19510, 3/4,1,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12732,990,V,,784,Super Ecran 4,19510, 3/4,3,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12758,990,V,,701,SRC Moncton,19510, 3/4,8,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12758,990,V,,714,TVA West,19510, 3/4,7,B,tholbroo,01-13-03,,SorNS,
Anik E2R,KU,12758,990,V,,722,Telequebec,19510, 3/4,5,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12758,990,V,,740,Meteo Media,19510, 3/4,4,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12758,990,V,,764,ARTV,19510, 3/4,6,B,artphill,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12758,990,V,,882,® CKMF Montreal,19510, 3/4,11,B,tholbroo,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12758,990,V,,883,® SRC1M,19510, 3/4,12,B,tholbroo,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12758,990,V,,884,® SRC2M,19510, 3/4,13,B,tholbroo,01-13-03,tholbroo,SorNS,
Anik E2R,KU,12758,990,V,,885,® CINF Montreal,19510, 3/4,14,B,tholbroo,01-13-03,tholbroo,SorNS,
Anik F1,KU,11715,990,V,,201,Viewers Choice PPV-1,19510, 3/4,1,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,11715,990,V,,202,Viewers Choice PPV-2,19510, 3/4,2,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,11715,990,V,,203,Viewers Choice PPV-3,19510, 3/4,3,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,11715,990,V,,204,Viewers Choice PPV-4,19510, 3/4,4,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,11715,990,V,,205,Viewers Choice PPV-5,19510, 3/4,5,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,11715,990,V,,206,Viewers Choice PPV-6,19510, 3/4,6,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,11715,990,V,,207,Viewers Choice PPV-7,19510, 3/4,7,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,11715,990,V,,208,Viewers Choice PPV-8,19510, 3/4,8,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,11715,990,V,,209,Viewers Choice PPV-9,19510, 3/4,9,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,11715,990,V,,507,Canadian Learning TV,19510, 3/4,10,B,artphill,01-15-03,tholbroo,SorNS,
Anik F1,KU,11730,990,H,,527,Star TV,19510, 3/4,7,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11730,990,H,,528,Space,19510, 3/4,5,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11730,990,H,,581,Much More Music,19510, 3/4,6,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11730,990,H,,800,Tele-Latino / RAI,19510, 3/4,5,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11743,990,V,,316,CKY - CTV Winnipeg,19510, 3/4,3,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11743,990,V,,335,CKND - Global Winnipeg,19510, 3/4,4,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11743,990,V,,347,A-Channel Edmonton - CKEM,19510, 3/4,11,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11743,990,V,,349,ITV - Global Edmonton,19510, 3/4,2,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11743,990,V,,350,APTN,19510, 3/4,8,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11745,990,V,,860,CJKR-FM Power 97 Winnipeg,19510, 3/4,11,B,bgmelr,12-31-02,tholbroo,SorNS,
Anik F1,KU,11745,990,V,,861,CJOB 86 Winnipeg,19510, 3/4,12,B,bgmelr,12-31-02,tholbroo,SorNS,
Anik F1,KU,11756,990,H,,390,CBC Newsworld,19510, 3/4,7,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11756,990,H,,505,Discovery Canada,19510, 3/4,21,B,artphill,01-02-03,gunwanti,SorNS,
Anik F1,KU,11756,990,H,,548,Comedy Network Canada E.,19510, 3/4,24,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11756,990,H,,853,CHIN Radio Toronto,19510, 3/4,12,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11778,990,V,,416,CTV Sports Net East,19510, 3/4,1,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11778,990,V,,417,CTV Sports Net Ontario,19510, 3/4,2,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11778,990,V,,418,CTV Sports Net West,19510, 3/4,3,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11778,990,V,,419,CTV Sports Net Pacific,19510, 3/4,4,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11778,990,V,,566,Talk TV,19510, 3/4,23,B,artphill,12-31-02,tholbroo,SorNS,
Anik F1,KU,11778,990,V,,998,-,19510, 3/4,72,B,artphill,12-31-02,tholbroo,ZKorFP,
