Satellite,Band,Frequency,Link Frequency,Polarity,Generic,VC,Description,SR,FEC,Service Number,Bitstream,Source,Updated,Updater,Encryption,RotateLNB
AMC 1,C,3740,1410,V,CE,126,PBS Kids,29270, 3/4,7,I,eph2,01-08-05,eph2,ZKorFP,
AMC 1,C,3740,1410,V,CE,137,PBS MCR 1 Sch 501,29270, 3/4,8,Q,eph2,01-08-05,eph2,ZKorFP,
AMC 1,C,3740,1410,V,CE,138,PBS MCR 2 Sch 502,29270, 3/4,9,Q,eph2,01-08-05,eph2,ZKorFP,
AMC 1,C,3740,1410,V,CE,139,PBS MCR 4 Sch 503,29270, 3/4,10,Q,eph2,01-08-05,eph2,ZKorFP,
AMC 1,C,3760,1390,H,CE,140,PBS feeds,29270, 3/4,11,I,carl,11-21-04,carl,ZKorFP,
AMC 1,C,3760,1390,H,CE,141,PBS feeds,29270, 3/4,12,I,carl,11-21-04,carl,ZKorFP,
AMC 1,C,3760,1390,H,CE,142,SCETV feeds,29270, 3/4,13,I,carl,11-21-04,carl,ZKorFP,
AMC 1,C,3760,1390,H,CE,146,PBS Kids,29270, 3/4,7,I,eph2,01-08-05,eph2,ZKorFP,
AMC 1,C,3760,1390,H,CE,157,PBS Schedule 501,29270, 3/4,8,Q,carl,11-21-04,carl,ZKorFP,
AMC 1,C,3760,1390,H,CE,158,PBS Schedule 502,29270, 3/4,9,Q,carl,11-21-04,carl,ZKorFP,
AMC 1,C,3760,1390,H,CE,159,PBS Adult Learning Service,29270, 3/4,10,Q,carl,11-21-04,carl,ZKorFP,
AMC 1,C,3760,1390,H,,600,PBSX,29270, 3/4,7,I,DRLev,09-07-02,elm_sd,ZKorFP,
AMC 1,C,3780,1370,V,CE,164,Fox Sports Overflow 3,29270, 7/8,25,I,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3780,1370,V,CE,175,Fox Sports Overflow 4,29270, 7/8,26,Q,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3780,1370,V,,403,Fox Sports Net Ohio,29270, 7/8,21,I,kmason5727,09-07-02,elm_sd,SorNS,
AMC 1,C,3780,1370,V,,404,Fox Sports Net Chicago,29270, 7/8,22,Q,kmason5727,09-07-02,elm_sd,SorNS,
AMC 1,C,3780,1370,V,,405,Fox Sports Net NE,29270, 7/8,23,I,kmason5727,09-07-02,elm_sd,SorNS,
AMC 1,C,3780,1370,V,,406,Fox Sports Net FL,29270, 7/8,24,Q,kmason5727,09-07-02,elm_sd,SorNS,
AMC 1,C,3780,1370,V,,410,Fox Sports Overflow 3,29270, 7/8,25,I,tholbroo,12-31-02,tholbroo,SorNS,
AMC 1,C,3800,1350,H,CE,180,Gol TV,29270, 7/8,1,I,ivanpiro,01-08-05,eph2,MP,
AMC 1,C,3800,1350,H,CE,182,TyCSports,29270, 7/8,3,I,ivanpiro,01-08-05,eph2,ZKorFP,
AMC 1,C,3800,1350,H,CE,184,The X Channel,29270, 7/8,5,I,dander31,07-13-04,boblcape,ZKorFP,
AMC 1,C,3800,1350,H,CE,193,German TV,29270, 7/8,4,Q,turls,01-08-05,eph2,MP,
AMC 1,C,3800,1350,H,CE,195,Globecast - Miami,29270, 7/8,6,Q,artphill,11-06-03,artphill,MP,
AMC 1,C,3800,1350,H,CE,196,Globecast -Miami FL--,29270, 7/8,7,Q,artphill,09-01-04,tholbroo,ZKorFP,
AMC 1,C,3800,1350,H,,750,GOL TV,29270, 7/8,1,I,artphill,02-21-04,gunwanti,MP,
AMC 1,C,3800,1350,H,,751,Wizebuys TV,29270, 7/8,2,Q,artphill,11-06-03,artphill,ZKorFP,
AMC 1,C,3800,1350,H,,752,Globecast Miami  FL,29270, 7/8,3,I,artphill,01-29-03,tholbroo,ZKorFP,
AMC 1,C,3800,1350,H,,752,KBEH-TV Ventura Spanish,29270, 7/8,3,I,ptgkc,08-04-04,ptgkc,ZKorFP,
AMC 1,C,3800,1350,H,,820, ®- Latin Broadcasting,29270, 7/8,12,I,artphill,11-06-03,artphill,ZKorFP,
AMC 1,C,3800,1350,H,,821,® - WACC- AM Miami,29270, 7/8,13,Q,artphill,11-06-03,artphill,ZKorFP,
AMC 1,C,3800,1350,H,,822,® - DW,29270, 7/8,14,I,artphill,11-01-04,ivanpiro,ZKorFP,
AMC 1,C,3800,1350,H,,823,® - KWKW,29270, 7/8,15,Q,artphill,11-06-03,artphill,ZKorFP,
AMC 1,C,3800,1350,H,,824,® -  Gran Cadena,29270, 7/8,16,I,artphill,11-01-04,ivanpiro,ZKorFP,
AMC 1,C,3860,1290,V,CG,240,NBA.Com TV Barker,19510, 3/4,1,B,cpd,10-09-03,tholbroo,ZKorFP,
AMC 1,C,3860,1290,V,CG,241,In Demand : NBA.Com,19510, 3/4,2,B,artphill,10-09-03,tholbroo,MP,
AMC 1,C,3860,1290,V,CG,242,In Demand : NBA.Com,19510, 3/4,3,B,artphill,10-09-03,tholbroo,MP,
AMC 1,C,3860,1290,V,CG,243,In Demand : NBA.Com,19510, 3/4,4,B,artphill,10-09-03,tholbroo,MP,
AMC 1,C,3860,1290,V,CG,244,In Demand : NBA.Com,19510, 3/4,5,B,artphill,10-09-03,tholbroo,MP,
AMC 1,C,3860,1290,V,CG,245,In Demand : NBA.Com,19510, 3/4,6,B,artphill,10-09-03,tholbroo,MP,
AMC 1,C,3940,1210,V,CE,320,Dallas Cowboys Channel -Comcast,29270, 7/8,1,I,artphill,09-01-04,tholbroo,ZKorFP,
AMC 1,C,3940,1210,V,CE,321,SportsNet West,29270, 7/8,2,I,treadway,01-17-05,birdview,SorNS,
AMC 1,C,3940,1210,V,CE,322,color bars comcast denver,29270, 7/8,3,I,treadway,01-17-05,birdview,ZKorFP,
AMC 1,C,3940,1210,V,CE,323,CN8,29270, 7/8,4,I,bradley640,09-01-04,tholbroo,ZKorFP,
AMC 1,C,3940,1210,V,CE,324,PPV?,29270, 7/8,5,I,treadway,01-17-05,birdview,SorNS,
AMC 1,C,3940,1210,V,CE,329,KRMA Denver PBS,29270, 7/8,13,I,artphill,11-19-03,artphill,MP,
AMC 1,C,3940,1210,V,CE,333,KBDI 12 PBS,29270, 7/8,11,Q,artphill,11-19-03,artphill,MP,
AMC 1,C,3940,1210,V,CE,334,KTVD  UPN 20 Denver? says Color Bars,29270, 7/8,12,Q,artphill,09-01-04,tholbroo,MP,
AMC 1,C,3940,1210,V,CE,335,KDVR/Fox,29270, 7/8,6,Q,bradley640,11-19-03,artphill,MP,
AMC 1,C,3940,1210,V,CE,336,KWGN/WB,29270, 7/8,7,Q,bradley640,11-19-03,artphill,MP,
AMC 1,C,3940,1210,V,CE,337,KCNC/CBS,29270, 7/8,8,Q,tholbroo,11-19-03,artphill,MP,
AMC 1,C,3940,1210,V,CE,338,KUSA/NBC,29270, 7/8,9,Q,bradley640,11-19-03,artphill,MP,
AMC 1,C,3940,1210,V,CE,339,KMGH TV Denver ABC 7,29270, 7/8,10,Q,photoman76,11-19-03,artphill,MP,
AMC 1,C,3940,1210,V,,683,Dallas Cowboys Channel -Comcast,29270, 7/8,1,I,bradley640,09-01-04,tholbroo,ZKorFP,
AMC 1,C,3960,1190,H,CG,340,NHL Center Ice,19510, 3/4,,,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3960,1190,H,CG,341,NHL Center Ice,19510, 3/4,,,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3960,1190,H,CG,342,NHL Center Ice,19510, 3/4,,,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3960,1190,H,CG,343,NHL Center Ice,19510, 3/4,,,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3960,1190,H,CG,344,NHL Center Ice,19510, 3/4,,,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3960,1190,H,CG,345,NHL Center Ice,19510, 3/4,,,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3960,1190,H,CG,346,NHL Center Ice,19510, 3/4,,,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3960,1190,H,CG,347,NHL Center Ice,19510, 3/4,,,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3980,1170,V,CG,360,In Demand : NBA.Com,19510, 3/4,,,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3980,1170,V,CG,361,In Demand : NBA.Com,19510, 3/4,,,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3980,1170,V,CG,362,In Demand : NBA.Com,19510, 3/4,,,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3980,1170,V,CG,363,In Demand : NBA.Com,19510, 3/4,,,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3980,1170,V,CG,364,In Demand : NBA.Com,19510, 3/4,,,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3980,1170,V,CG,365,In Demand : NBA.Com,19510, 3/4,,,artphill,09-07-02,elm_sd,MP,
AMC 1,C,3980,1170,V,CG,367,NBA TV   HD,19510, 3/4,8,I,pauldow1,01-21-05,birdview,MP,
AMC 1,C,4040,1110,H,,,Unknown,14630, 3/4,5,B,birdview,01-21-05,,MP,
AMC 1,C,4040,1110,H,,,Unknown,14630, 3/4,1,B,birdview,01-21-05,,MP,
AMC 1,C,4040,1110,H,,,Unknown,14630, 3/4,2,B,birdview,01-21-05,,MP,
AMC 1,C,4040,1110,H,,,Unknown,14630, 3/4,4,B,birdview,01-21-05,,MP,
AMC 1,C,4040,1110,H,,,Unknown,14630, 3/4,3,B,birdview,01-21-05,,MP,
AMC 1,C,4060,1090,V,,400,Dallas Sports Network,29270, 7/8,11,I,kmason5727,01-28-05,gunwanti,ZKorFP,
AMC 1,C,4060,1090,V,,401,Fox Sports Net Bay Area,29270, 7/8,12,I,kmason5727,09-07-02,elm_sd,SorNS,
AMC 1,C,4060,1090,V,,402,Madison Square Garden,29270, 7/8,13,Q,kmason5727,09-07-02,elm_sd,SorNS,
AMC 1,C,4060,1090,V,,407,Fox Sports Overflow 1,29270, 7/8,15,I,artphill,09-07-02,elm_sd,SorNS,
AMC 1,C,4060,1090,V,,408,Fox Spors Overflow 2,29270, 7/8,16,Q,jaydee353,09-07-02,elm_sd,SorNS,
AMC 1,C,4060,1090,V,,409,Fox Sports Net,29270, 7/8,14,Q,kmason5727,09-07-02,elm_sd,SorNS,
AMC 4,C,3908,1242,H,CA,110,KASA-TV (FOX - Albuquerque),14630, 7/8,1,B,DRLev,01-28-05,boblcape,MP,
AMC 4,C,3908,1242,H,CA,111,KOB-TV (NBC - Albuquerque),14630, 7/8,2,B,DRLev,01-28-05,boblcape,MP,
AMC 4,C,3908,1242,H,CA,112,KNME-TV (PBS - Albuquerque),14630, 7/8,3,B,DRLev,01-28-05,boblcape,MP,
AMC 4,C,3908,1242,H,CA,113,KWBQ-TV (WB - Albuquerque),14630, 7/8,4,B,DRLev,01-28-05,boblcape,MP,
AMC 4,C,3908,1242,H,CA,114,KOAT-TV (ABC - Albuquerque),14630, 7/8,5,B,DRLev,01-28-05,boblcape,ZKorFP,
AMC 4,C,3908,1242,H,CA,115,KASY-TV (UPN - Albuquerque),14630, 7/8,6,B,DRLev,01-28-05,boblcape,MP,
AMC 4,C,3908,1242,H,CA,116,KRQE-TV (CBS - Albuquerque),14630, 7/8,7,B,DRLev,01-28-05,boblcape,MP,
AMC 6,C,4120,1030,V,CF,500,INHD Live Events - o/v,19510, 3/4,1,B,photoman76,05-01-04,photoman76,ZKorFP,
AMC 6,C,4160,990,V,CF,540,INHD Live Events - o/v,19510, 3/4,1,B,photoman76,05-01-04,photoman76,ZKorFP,
Galaxy 10R,C,3795,1355,V,,101,Showtime West,19510, 3/4,1,B,DRLev,12-01-03,gunwanti,SorNS,
Galaxy 10R,C,3795,1355,V,,102,Showtime Too West,19510, 3/4,2,B,DRLev,11-13-03,gunwanti,SorNS,
Galaxy 10R,C,3795,1355,V,,103,Showtime Showcase West,19510, 3/4,3,B,DRLev,11-13-03,gunwanti,SorNS,
Galaxy 10R,C,3795,1355,V,,104,Showtime Extreme West,19510, 3/4,9,B,DRLev,11-13-03,gunwanti,SorNS,
Galaxy 10R,C,3795,1355,V,,105,Showtime Beyond West,19510, 3/4,8,B,DRLev,11-13-03,gunwanti,SorNS,
Galaxy 10R,C,3795,1355,V,,110,Flix West,19510, 3/4,5,B,DRLev,11-13-03,gunwanti,SorNS,
Galaxy 10R,C,3795,1355,V,,111,The Movie Channel West,19510, 3/4,4,B,DRLev,11-13-03,gunwanti,SorNS,
Galaxy 10R,C,3795,1355,V,,112,The Movie Channel Xtra West,19510, 3/4,7,B,DRLev,11-13-03,gunwanti,SorNS,
Galaxy 10R,C,3795,1355,V,,117,Sundance Channel West,19510, 3/4,6,B,DRLev,11-13-03,gunwanti,SorNS,
Galaxy 10R,C,3812,1338,V,CA,100,Showtime Next - West,9760, 3/4,10,B,DRLev,10-23-03,bradley640,SorNS,
Galaxy 10R,C,3812,1338,V,CA,101,Showtime Family - West,9760, 3/4,11,B,DRLev,10-23-03,bradley640,SorNS,
Galaxy 10R,C,3812,1338,V,CA,102,Showtime Women - West,9760, 3/4,12,B,DRLev,10-23-03,bradley640,SorNS,
Galaxy 10R,C,3840,1310,V,,301,TVN PPV 2,19510, 3/4,1,B,DRLev,12-28-04,DRLev,SorNS,
Galaxy 10R,C,3840,1310,V,,302,TVN PPV 3,19510, 3/4,2,B,DRLev,12-28-04,DRLev,SorNS,
Galaxy 10R,C,3840,1310,V,,303,TVN PPV 4,19510, 3/4,3,B,DRLev,12-28-04,DRLev,SorNS,
Galaxy 10R,C,3840,1310,V,,304,TVN PPV 5,19510, 3/4,4,B,DRLev,12-28-04,DRLev,SorNS,
Galaxy 10R,C,3840,1310,V,,305,TVN PPV 6,19510, 3/4,5,B,DRLev,12-28-04,DRLev,SorNS,
Galaxy 10R,C,3840,1310,V,,306,TVN PPV 7,19510, 3/4,6,B,DRLev,12-28-04,DRLev,SorNS,
Galaxy 10R,C,3880,1270,V,,307,TVN PPV 8,19510, 3/4,7,B,DRLev,12-28-04,DRLev,SorNS,
Galaxy 10R,C,3880,1270,V,,308,TVN PPV 9,19510, 3/4,8,B,DRLev,12-28-04,DRLev,SorNS,
Galaxy 10R,C,3880,1270,V,,820,® DMX: Adult Alternative,29270, 7/8,31,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,821,® DMX: Adult Contemporary,29270, 7/8,32,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,822,® DMX: Alternative Rock,29270, 7/8,33,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,823,® DMX: Hottest Hits,29270, 7/8,34,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,824,® DMX: Listening Room,29270, 7/8,35,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,825,® DMX: Rap,29270, 7/8,36,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,826,® DMX: Urban Adult Contempoary,29270, 7/8,37,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,827,® DMX: Urban Beat,29270, 7/8,38,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,828,® DMX: Classic R&B,29270, 7/8,39,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,829,® DMX: Golden Oldies,29270, 7/8,40,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,830,® DMX: Retro Dance,29270, 7/8,41,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,831,® DMX: Rock n Roll Oldies,29270, 7/8,42,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,832,® DMX: 70s Oldies,29270, 7/8,43,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,833,® DMX: 80s Hits,29270, 7/8,44,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,834,® DMX: 90s Hits,29270, 7/8,45,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,835,® DMX: Flashback New Wave,29270, 7/8,46,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,836,® DMX: Album Rock,29270, 7/8,47,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,837,® DMX: Hard Rock,29270, 7/8,48,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,838,® DMX: Classic Rock,29270, 7/8,49,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,839,® DMX: Rock  n Blues,29270, 7/8,50,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,840,® DMX : Blues,29270, 7/8,51,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,841,® DMX: Folk Rock,29270, 7/8,52,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,842,® DMX: Hot Country,29270, 7/8,53,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,843,® DMX: Traditional Country,29270, 7/8,54,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,844,® DMX: Modern Country,29270, 7/8,55,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,845,® DMX: Holiday Happenings,29270, 7/8,56,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,846,® DMX: Gospel,29270, 7/8,57,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,847,® DMX: Contemporary Christian,29270, 7/8,58,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,848,® DMX: Soft Hits,29270, 7/8,59,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,849,® DMX: Beautiful Instrumentals,29270, 7/8,60,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,850,® DMX: Childrens,29270, 7/8,61,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,851,® DMX: Latin Contemporary,29270, 7/8,62,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,852,® DMX: Salsa,29270, 7/8,63,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,853,® DMX: Dance,29270, 7/8,64,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,854,® DMX: Reggae,29270, 7/8,65,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,855,® DMX: Acid Jazz,29270, 7/8,66,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,856,® DMX: Swing,29270, 7/8,67,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,857,® DMX: Show Tunes,29270, 7/8,68,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,858,® DMX: Great Standards,29270, 7/8,70,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,859,® DMX: Jazz,29270, 7/8,71,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,860,® DMX: Vocal Blends,29270, 7/8,72,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,861,® DMX:  Smooth Jazz,29270, 7/8,73,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,862,® DMX:  New Age,29270, 7/8,74,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,863,® DMX:  Lite Classical,29270, 7/8,75,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3880,1270,V,,864,® DMX:  Symphonic,29270, 7/8,76,I,artphill,12-28-04,DRLev,ZKorFP,
Galaxy 10R,C,3975,1175,H,,120,Showtime HDTV West (1080i),19510, 3/4,8,I,artphill,10-12-04,gunwanti,SorNS,
Galaxy 10R,C,3975,1175,H,,125,Showtime Next - West,19510, 3/4,3,I,artphill,10-12-04,gunwanti,SorNS,
Galaxy 10R,C,3975,1175,H,,126,Showtime Family - West,19510, 3/4,1,I,artphill,10-12-04,gunwanti,SorNS,
Galaxy 10R,C,3975,1175,H,,127,Showtime Women - West,19510, 3/4,2,I,artphill,10-12-04,gunwanti,SorNS,
Galaxy 11,C,3760,1390,H,CE,120,BET on Jazz,29270, 7/8,1,I,artphill,09-07-02,elm_sd,MP,
Galaxy 11,C,3760,1390,H,CE,121,BET on Jazz International,29270, 7/8,2,I,artphill,09-07-02,elm_sd,MP,
Galaxy 11,C,3760,1390,H,CE,122,BET Jam Zone,29270, 7/8,3,I,artphill,09-07-02,elm_sd,MP,
Galaxy 11,C,3760,1390,H,CE,123,BET Action PPV,29270, 7/8,4,I,artphill,09-07-02,elm_sd,MP,
Galaxy 11,C,3760,1390,H,CE,137,BET Videolink,29270, 7/8,8,Q,artphill,09-07-02,elm_sd,MP,
Galaxy 11,C,3760,1390,H,CE,138,BET / Color Bars,29270, 7/8,9,Q,artphill,04-18-03,photoman76,ZKorFP,
Galaxy 11,C,3880,1270,H,,601,Bloomberg,29270, 3/4,3,I,rodhew,03-04-04,tholbroo,ZKorFP,
Galaxy 11,C,3880,1270,H,CE,604,Color Bar,29270, 3/4,5,I,rodhew,08-19-04,birdview,SorNS,
Galaxy 11,C,3880,1270,H,CE,607,Color Bars,29270, 3/4,8,I,bradley640,08-19-04,birdview,SorNS,
Galaxy 11,C,3880,1270,H,CE,613,NBA TV,29270, 3/4,4,Q,rodhew,08-19-04,birdview,SorNS,
Galaxy 11,C,3880,1270,H,CE,615,YES Network,29270, 3/4,6,Q,rodhew,08-19-04,birdview,SorNS,
Galaxy 11,C,3880,1270,H,CE,616,NFL Network,29270, 3/4,7,Q,bradley640,08-19-04,birdview,SorNS,
Galaxy 11,C,3880,1270,H,,780,Access,29270, 3/4,1,I,rodhew,08-20-03,bradley640,ZKorFP,
Galaxy 11,C,3880,1270,H,,781,Access,29270, 3/4,2,I,rodhew,08-20-03,bradley640,ZKorFP,
Galaxy 11,C,3960,1190,H,CF,340,Gunthy Renker,29270, 7/8,1,Q,artphill,09-03-03,bradley640,ZKorFP,
Galaxy 11,C,3960,1190,H,CF,341,KRMA (Denver PBS),29270, 7/8,2,I,artphill,06-19-03,kjb,ZKorFP,
Galaxy 11,C,3960,1190,H,CF,342,Ovation,29270, 7/8,3,I,artphill,09-07-02,elm_sd,U,
Galaxy 11,C,3960,1190,H,CF,343,Oxygen (East),29270, 7/8,4,I,artphill,10-18-04,trackerlee,SorNS,
Galaxy 11,C,3960,1190,H,CF,344,KXLA Asian,29270, 7/8,5,I,hector69,10-18-04,trackerlee,ZKorFP,
Galaxy 11,C,3960,1190,H,CE,345,LATV,29270, 7/8,,,kmason5727,10-18-04,trackerlee,ZKorFP,on
Galaxy 11,C,3960,1190,H,CF,346,Gunthy Renker,29270, 7/8,7,Q,artphill,09-07-02,elm_sd,ZKorFP,
Galaxy 11,C,3960,1190,H,CE,347,Corp (Comcast),29270, 7/8,,,kmason5727,10-18-04,trackerlee,ZKorFP,on
Galaxy 11,C,3960,1190,H,CE,348,Shopping Channel-was KTVD UPN 20 Denver Co.,29270, 1/1,9,I,trackerlee,12-06-04,trackerlee,ZKorFP,on
Galaxy 11,C,3960,1190,H,CF,348,Shopping Channel-was KTVD UPN 20 Denver Co.,29270, 7/8,9,I,ivanpiro,12-06-04,trackerlee,ZKorFP,
Galaxy 11,C,3960,1190,H,CE,352,The Mens Channel,29270, 7/8,10,Q,matchett,01-16-05,proprod,ZKorFP,on
Galaxy 11,C,3960,1190,H,CE,353,CSS,29270, 7/8,11,Q,matchett,01-14-05,matchett,ZKorFP,on
Galaxy 11,C,3960,1190,H,CE,354,Montana / Oxygen,29270, 7/8,12,Q,bradley640,11-27-02,bradley640,SorNS,on
Galaxy 11,C,3960,1190,H,,600,Ovation,29270, 7/8,3,I,4dtvglens,09-07-02,elm_sd,U,
Galaxy 11,C,3960,1190,H,,604,Oxygen (East),29270, 7/8,8,I,artphill,05-29-04,gunwanti,SorNS,
Galaxy 11,C,3993,1157,H,CG,380,MBC,3250, 3/5,1,I,artphill,09-07-02,elm_sd,ZKorFP,
Galaxy 11,C,4116,1034,H,CG,500,Comcast  Sports Southeast,19510, 3/4,1,B,bradley640,11-11-03,artphill,U,
Galaxy 11,C,4116,1034,V,CG,501,MTV DESI (Hindi),19510, 3/4,,B,gunwanti,12-17-04,gunwanti,ZKorFP,
Galaxy 11,C,4116,1034,H,CG,502,Color bars,19510, 3/4,3,B,eph2,07-07-04,ivanpiro,ZKorFP,
Galaxy 11,C,4116,1034,H,CG,503,Crawford Comm.,19510, 3/4,4,B,eph2,10-05-03,,ZKorFP,
Galaxy 11,C,4116,1034,H,CG,504,C-SET,19510, 3/4,5,B,bradley640,10-16-04,boblcape,U,
Galaxy 11,C,4116,1034,H,CG,505,Mavrick CH 105,19510, 3/4,6,B,bradley640,09-05-04,tholbroo,ZKorFP,
Galaxy 11,C,4116,1034,H,CG,506,Gospel Music Channel,19510, 3/4,7,B,bradley640,10-17-04,trackerlee,U,
Galaxy 11,C,4116,1034,H,CG,507,Black Family Channel,19510, 3/4,8,B,bradley640,10-17-04,trackerlee,U,
Galaxy 11,C,4116,1034,H,,803,MavTv,19510, 3/4,6,B,STEVET,04-29-04,DRLev,ZKorFP,
Galaxy 11,C,4180,970,V,CE,560,International I,29270, 7/8,1,I,photoman76,09-07-02,elm_sd,SorNS,
Galaxy 11,C,4180,970,V,CE,561,CCTV - 9,29270, 7/8,2,I,cpd,11-03-03,kmason5727,ZKorFP,
Galaxy 11,C,4180,970,V,CE,562,RAI International,29270, 7/8,13,I,artphill,04-15-04,gunwanti,ZKorFP,
Galaxy 11,C,4180,970,V,CE,563,ART Network,29270, 7/8,14,I,artphill,09-07-02,elm_sd,SorNS,
Galaxy 11,C,4180,970,V,CE,564,RTN  Russian,29270, 7/8,5,I,artphill,09-07-02,elm_sd,SorNS,
Galaxy 11,C,4180,970,V,CE,566,TV5,29270, 7/8,7,I,photoman76,09-07-02,elm_sd,SorNS,
Galaxy 11,C,4180,970,V,CE,568,MBC - Korean,29270, 7/8,9,I,artphill,09-07-02,elm_sd,SorNS,
Galaxy 11,C,4180,970,V,CE,570,Filipino Channel,29270, 7/8,11,Q,artphill,09-07-02,elm_sd,SorNS,
Galaxy 11,C,4180,970,V,CE,571,Color Bars (formerly Zee TV USA),29270, 7/8,12,Q,artphill,04-15-04,gunwanti,ZKorFP,
Galaxy 11,C,4180,970,V,CE,572,CCTV-Mandarin,29270, 7/8,3,Q,Eph2,09-07-02,elm_sd,ZKorFP,
Galaxy 11,C,4180,970,V,CE,573,TV Asia,29270, 7/8,4,Q,Gunwanti,09-07-02,elm_sd,SorNS,
Galaxy 11,C,4180,970,V,CE,574,Zhong Tian CH,29270, 7/8,15,Q,artphill,11-03-03,kmason5727,SorNS,
Galaxy 11,C,4180,970,V,CE,575,TV Japan,29270, 7/8,6,Q,telliott,09-07-02,elm_sd,SorNS,
Galaxy 11,C,4180,970,V,CE,577,SBN - Saigon,29270, 7/8,8,Q,artphill,09-07-02,elm_sd,SorNS,
