Satellite,Position,Band,DL Frequency,Polarity,Description,SR,Modulation,FEC,VPID,UM,Spectrum Inversion,APID,PCR,Transport ID, Network ID,Service ID,4:2:2 Video,AC-3 Audio,Source,Updated,Updater,Encryption
AMC 2,105.00,KU,12140,H,WBPG- WB,26000,QPSK, 2/3,5154,,A,5155,5154,622,,7354,,,skewming,05-01-04,boblcape,on
AMC 2,105.00,KU,12140,H,WJTC- UPN,26000,QPSK, 2/3,5410,,A,5411,5410,622,,,,,skewming,05-01-04,boblcape,on
AMC 2,105.00,KU,12140,H,WEIQ- PBS,26000,QPSK, 2/3,5666,,A,5667,5666,622,,7356,,,skewming,05-01-04,boblcape,on
AMC 2,105.00,KU,12140,H,WCHS- ABC,26000,QPSK, 2/3,5922,,A,5923,5922,622,,7315,,,boblcape,05-20-04,,on
AMC 2,105.00,KU,12140,H,WOWK- CBS,26000,QPSK, 2/3,6178,,A,6179,6178,622,,7316,,,boblcape,05-20-04,,on
AMC 2,105.00,KU,12140,H,WSAZ- NBC,26000,QPSK, 2/3,6434,,A,6435,6434,622,,7317,,,boblcape,05-20-04,,on
AMC 2,105.00,KU,12140,H,WVAH- FOX,26000,QPSK, 2/3,6690,,A,6691,6690,622,,7318,,,boblcape,05-20-04,,on
AMC 2,105.00,KU,12140,H,WHCP- WB,26000,QPSK, 2/3,6946,,A,6947,6946,622,,7319,,,boblcape,05-20-04,,on
AMC 2,105.00,KU,12160,V,KHBS- ABC,26000,QPSK, 2/3,4130,,A,4131,4130,,,7495,,,boblcape,12-04-03,boblcape,on
AMC 2,105.00,KU,12160,V,KFSM- CBS,26000,QPSK, 2/3,4386,,A,4387,4386,,,7496,,,boblcape,12-04-03,boblcape,on
AMC 2,105.00,KU,12160,V,KFTA-NBC,26000,QPSK, 2/3,4642,,A,4643,4642,623,,7497,,,boblcape,09-16-04,boblcape,on
AMC 2,105.00,KU,12160,V,KPBI- FOX,26000,QPSK, 2/3,4898,,A,4899,4898,,,7498,,,boblcape,12-04-03,boblcape,on
AMC 2,105.00,KU,12160,V,KSBN TV,26000,QPSK, 2/3,5410,,A,5411,5410,,,7502,,,boblcape,12-04-03,boblcape,on
AMC 2,105.00,KU,12160,V,WQAD- ABC,26000,QPSK, 2/3,5666,,A,5667,5666,,,7600,,,boblcape,02-05-04,,on
AMC 2,105.00,KU,12160,V,WHBF- CBS,26000,QPSK, 2/3,5922,,A,5923,5922,,,7601,,,boblcape,02-05-04,,on
AMC 2,105.00,KU,12160,V,KWQC- NBC,26000,QPSK, 2/3,6178,,A,6179,6178,,,7602,,,boblcape,02-05-04,,on
AMC 2,105.00,KU,12160,V,KLJB-  FOX,26000,QPSK, 2/3,6434,,A,6435,6434,,,7603,,,boblcape,02-05-04,,on
AMC 2,105.00,KU,12160,V,KGWB - WB,26000,QPSK, 2/3,6690,,A,6691,6690,,,7604,,,boblcape,02-05-04,,on
AMC 2,105.00,KU,12160,V,WQPT -PBS,26000,QPSK, 2/3,6946,,A,6947,6946,,,7606,,,boblcape,02-05-04,,on
AMC 2,105.00,KU,12160,V,KQIN -PBS,26000,QPSK, 2/3,7202,,A,7203,7202,,,7607,,,boblcape,02-05-04,,on
AMC 2,105.00,KU,12180,H,WTHI-CBS,26000,QPSK, 2/3,4130,,A,4131,4130,624,,7901,,,boblcape,09-23-04,,on
AMC 2,105.00,KU,12180,H,WTWO-NBC,26000,QPSK, 2/3,4386,,A,4387,4386,624,,7902,,,boblcape,09-23-04,,on
AMC 2,105.00,KU,12180,H,WBAK-FOX,26000,QPSK, 2/3,4642,,A,4643,4642,624,,7903,,,boblcape,09-23-04,,on
AMC 2,105.00,KU,12180,H,WUSI-PBS,26000,QPSK, 2/3,4898,,A,4899,4898,624,,7905,,,boblcape,09-23-04,,on
AMC 2,105.00,KU,12180,H,WVUT-PBS,26000,QPSK, 2/3,5154,,A,5155,5154,624,,7906,,,boblcape,09-23-04,,on
AMC 2,105.00,KU,12180,H,WSRE-PBS,26000,QPSK, 2/3,5410,,A,5411,5410,624,,7357,,,boblcape,01-06-05,,on
AMC 2,105.00,KU,12180,H,WCIV-ABC,26000,QPSK, 2/3,5666,,A,5667,5666,624,,7886,,,boblcape,07-07-04,,on
AMC 2,105.00,KU,12180,H,WCSC-CBS,26000,QPSK, 2/3,5922,,A,5923,5922,624,,7887,,,boblcape,07-07-04,,on
AMC 2,105.00,KU,12180,H,WCBD-NBC,26000,QPSK, 2/3,6178,,A,6179,6178,624,,7888,,,boblcape,07-07-04,,on
AMC 2,105.00,KU,12180,H,WTAT-FOX,26000,QPSK, 2/3,6434,,A,6435,6434,624,,7889,,,boblcape,07-07-04,,on
AMC 2,105.00,KU,12180,H,WMMP-UPN,26000,QPSK, 2/3,6690,,A,6691,6690,624,,7890,,,boblcape,07-07-04,,on
AMC 2,105.00,KU,12180,H,WITV-PBS,26000,QPSK, 2/3,6946,,A,6947,6946,624,,7891,,,boblcape,07-07-04,,on
AMC 3,87.00,KU,11716,H,TiP TV,2449,QPSK, 7/8,4130,,A,4131,4130,,,,,,Anonymous,04-12-04,Nickh30,
AMC 3,87.00,KU,11719,H,TiP TV2 (Paitent Channel),2446,QPSK, 7/8,4130,,A,4131,4130,,,,,,ctg01,04-12-04,Nickh30,
AMC 3,87.00,KU,11723,H,Bloomberg TV (Feed),3675,, 2/3,1160,,,1120,1160,,,,,,telliott,01-11-02,Nickh30,
AMC 3,87.00,KU,11725,V,New Mexico SU  DRU (DVB),1724,, 2/3,512,,,650,,,,,,,francesco,01-11-02,,
AMC 3,87.00,KU,11729,H,Oregon DRU channel 09,1661,, ,4130,,,4131,,,,,,,francesco,01-11-02,,
AMC 3,87.00,KU,11731,V,GTS SAT,4773,, 3/4,32,on,,33,,,,,,,FBRUENJES,01-11-02,,
AMC 3,87.00,KU,11735,H,S.T.A.R.S. of Faith Network o/v,2265,QPSK, 3/4,4130,,A,4131,4130,,,1,,,francesco,09-23-04,boblcape,
AMC 3,87.00,KU,11736,V,MTA- Muslim TV,6102.60,QPSK, 1/2,4130,,N,4128,4130,,,,,,andres,10-07-03,Nickh30,
AMC 3,87.00,KU,11736,V,MTA-Muslim TV,6102.60,QPSK, 1/2,4130,,N,4129,4130,,,,,,skewming,10-07-03,Nickh30,
AMC 3,87.00,KU,11736,V,MTA-Muslim TV,6102.60,QPSK, 1/2,4130,,N,4121,4130,,,,,,skewming,10-07-03,Nickh30,
AMC 3,87.00,KU,11736,V,MTA-Muslim TV,6102.60,QPSK, 1/2,4130,,N,4131,4130,,,,,,Tim9710,10-07-03,Nickh30,
AMC 3,87.00,KU,11736,V,MTA Program Guide,6102.60,QPSK, 1/2,4134,,A,37,37,,,1,,,boblcape,03-24-04,boblcape,
AMC 3,87.00,KU,11744,H,CNN Denver,3977,, 3/4,3601,,Y,3604,,,,,,,dgerst,07-15-03,,
AMC 3,87.00,KU,11760,H,DSNG o/v,3978,QPSK, 3/4,33,,A,34,8190,1,,1,,,boblcape,09-09-04,,
AMC 3,87.00,KU,11774,H,DSNG,3979,, ,33,,A,36,33,,,,,,vanoostrom,07-22-03,,
AMC 3,87.00,KU,11800,H,Direct Way,30000,, 2/3,,,A,,,,,,,,photoman76,12-02-04,boblcape,
AMC 3,87.00,KU,11820,V,Data,10000,, ,,,A,,,,,,,,boblcape,08-31-04,,
AMC 3,87.00,KU,11844,V,DSNG o/v,3979,, 3/4,33,,A,36,33,,,,,,boblcape,11-22-03,,
AMC 3,87.00,KU,11865,H,DSNG,3979,, 3/4,33,,A,36,33,,,,,,boblcape,06-09-03,,
AMC 3,87.00,KU,11875,V,DSNG o/v,3979,, 3/4,308,,A,256,8190,1,,1,,,boblcape,06-11-04,,
AMC 3,87.00,KU,11894,H,DSNG o/v,3979,QPSK, 3/4,33,,A,34,8190,,,,,,boblcape,09-26-03,,
AMC 3,87.00,KU,11900,V,Direct Way,30000,, 2/3,,,A,,,1089,,,,,photoman76,06-07-04,boblcape,
AMC 3,87.00,KU,11925,V,DSNG o/v,3979,, 3/4,308,,A,256,8190,1,,1,,,boblcape,06-11-04,,
AMC 3,87.00,KU,11955,H,NewSource occasional,21000,, 3/4,1100,,,1101,1100,,,0001,,,loba55,05-08-02,mrfeeds1,on
AMC 3,87.00,KU,11955,H,Live Events,21000,, 3/4,1200,,,1201,1200,,,0002,,,loba55,05-08-02,mrfeeds1,on
AMC 3,87.00,KU,11955,H,Entertainment,21000,, 3/4,1300,,,1301,1300,,,0003,,,loba55,05-08-02,mrfeeds1,on
AMC 3,87.00,KU,11955,H,MarketSource,21000,, 3/4,1400,,,1401,1400,,,0004,,,loba55,05-08-02,mrfeeds1,on
AMC 3,87.00,KU,11956,V,DSNG o/v,3979,QPSK, 3/4,308,,A,256,8190,,,,,,boblcape,02-07-04,,
AMC 3,87.00,KU,11975,H,CNN Ch5-Washington,5998,QPSK, 3/4,1500,,N,1501,1500,,,,,,Anonymous,11-03-02,telliott,on
AMC 3,87.00,KU,12000,H,Direct Way,30000,, 2/3,,,A,,,,,,,,photoman76,06-10-04,boblcape,
AMC 3,87.00,KU,12008,V,Unknown/Data,5000,QPSK, 1/2,,,A,,,,,,,,loba55,09-03-04,Nickh30,
AMC 3,87.00,KU,12020,V,CSTV HD O/V,23423,, 3/4,33,on,A,36,33,,,,,,jaydee353,12-01-04,jdpenn,
AMC 3,87.00,KU,12040,H,DirecWay,30000,, 2/3,,,A,,,,,,,,boblcape,04-09-04,Greg921,
AMC 3,87.00,KU,12055,V,DSNG o/v,3979,QPSK, 3/4,308,,A,256,8190,1,,1,,,boblcape,10-01-04,,
AMC 3,87.00,KU,12055,V,Cutlery Corner Network,3979,QPSK, 3/4,33,,A,34,33,1,1,1,,,Nickh30,12-08-04,boblcape,
AMC 3,87.00,KU,12060,V,Craftsman Speed Feed O/V,18333,, 3/4,308,,A,256,8190,,,,on,,jaydee353,07-12-03,jaydee353,
AMC 3,87.00,KU,12060,V,O/V HD Feed,14425,QPSK, 3/4,33,,N,36,33,1,65500,2,,on,Nickh30,07-06-03,Nickh30,
AMC 3,87.00,KU,12064,V,DSNG o/v,5631,8PSK, 3/4,308,,A,256,8190,1,65535,1,,,boblcape,10-13-04,,
AMC 3,87.00,KU,12064,V,DSNG O/V Feeds,6000,QPSK, 2/3,4130,,A,4131,4130,,,,,,Nickh30,10-02-04,,
AMC 3,87.00,KU,12069,V,TBS CFB O/V,13021.3,, 3/4,308,,A,256,8190,,,,on,,jaydee353,09-06-03,,
AMC 3,87.00,KU,12074,V,DSNG o/v,7030,QPSK, 3/4,308,,A,256,8190,,,,on,,Anonymous,03-24-04,boblcape,
AMC 3,87.00,KU,12086,H,DNSG O/V Feeds,6620,QPSK, 3/4,4130,,A,4131,4130,,,,,,Nickh30,10-02-04,,
AMC 3,87.00,KU,12093,H,DSNG o/v,6111.30,, 3/4,3601,,A,3604,3601,1,,1,,,boblcape,06-07-04,,
AMC 3,87.00,KU,12098,H,Unknown (No PAT),1500,QPSK, 3/4,,,A,,,,,,,,Nickh30,07-31-04,,
AMC 3,87.00,KU,12110,H,PBS Schedule X,14029,, 3/4,49,on,,52,,,,,,on,francesco,01-24-03,Nickh30,
AMC 3,87.00,KU,12110,H,PBS Kids,14029,, 3/4,65,on,,68,,,,,,on,francesco,01-24-03,Nickh30,
AMC 3,87.00,KU,12110,H,PBS East,14029,, 3/4,81,on,,84,,,,,,on,francesco,01-24-03,Nickh30,
AMC 3,87.00,KU,12110,H,PBS You,14029,, 3/4,97,on,,100,,,,,,on,francesco,01-24-03,Nickh30,
AMC 3,87.00,KU,12128,H,PBS HDTV,14029,, 3/4,49,on,,52,,,,,,on,francesco,01-24-03,Nickh30,
AMC 3,87.00,KU,12135,V,Yesterday USA,3000,QPSK, 3/4,,,A,1214,1214,1,755,35,,,boblcape,01-27-05,boblcape,
AMC 3,87.00,KU,12135,V,EDS Digital Video,3000,QPSK, 3/4,1110,,A,1211,1110,1,,34,,,Copykat,01-27-05,boblcape,on
AMC 3,87.00,KU,12140,V,WYDN,2222,QPSK, 3/4,4130,,A,4131,4130,1,,1,,,boblcape,10-07-04,boblcape,
AMC 3,87.00,KU,12163,H,Montana PBS,4340,QPSK, 3/4,33,,N,38,33,1,,2,,,Nickh30,09-29-04,boblcape,
AMC 3,87.00,KU,12169,H,IP/DVB,3333,QPSK, 7/8,,,A,,,,,,,,Nickh30,11-24-04,ctg01,
AMC 4,101.00,KU,11704,V,KTEL-Telemundo,2170,, 3/4,4130,,A,4131,4130,1,,1,,,boblcape,07-12-04,,
AMC 4,101.00,KU,11707,V,KUIL-FOX,2170,QPSK, 3/4,4194,,A,4195,4194,176,,1,,,boblcape,08-03-04,boblcape,
AMC 4,101.00,KU,11731,V,Data,5000,, 1/2,,,A,,,,,,,,boblcape,01-21-04,,
AMC 4,101.00,KU,11780,H,IP/DVB,14468,, 3/4,,,A,,,,,,,,photoman76,09-25-03,,
AMC 4,101.00,KU,11807,H,American Jukebox,2713,, ,,,A,4197,4194,,,,,,arion,04-30-04,,
AMC 4,101.00,KU,11807,H,Escape Radio,2713,, ,,,A,4211,4194,,,,,,arion,04-30-04,,
AMC 4,101.00,KU,11807,H,For The People,2713,, ,,,A,4213,4194,,,,,,arion,04-30-04,arion,
AMC 4,101.00,KU,11807,H,For The People,2713,, ,4194,,A,4195,4194,,,,,,bradc944,03-17-04,,
AMC 4,101.00,KU,11822,H,3ABN Radio,5700,, 2/3,,,A,1122,,,,,,,excesswires,10-24-03,,
AMC 4,101.00,KU,11822,H,Radio 74,5700,, 2/3,,,A,1230,,,,,,,excesswires,10-24-03,,
AMC 4,101.00,KU,11822,H,TV English (3ABN),5700,, 2/3,1160,,A,1120,1160,,,,,,excesswires,10-24-03,excesswires,
AMC 4,101.00,KU,11822,H,TV Latino (3ABN),5700,, 2/3,1260,,A,1220,1260,,,,,,excesswires,10-24-03,excesswires,
AMC 4,101.00,KU,11838,V,Starband,30000,, 7/8,,,,,,,,,,,Francesco,08-12-02,rodhew,
AMC 4,101.00,KU,11860,H,TAN/KBS,28138,QPSK, 3/4,3001,,A,3002,3001,1,,101,,,boblcape,10-29-04,boblcape,
AMC 4,101.00,KU,11860,H,TAN/MBC,28138,QPSK, 3/4,3017,,A,3018,3017,1,,102,,,boblcape,10-29-04,boblcape,
AMC 4,101.00,KU,11860,H,TAN/SBS,28138,QPSK, 3/4,3033,,A,3034,3033,1,,103,,,boblcape,10-29-04,boblcape,
AMC 4,101.00,KU,11868,V,IP/DVB,3616,, 3/4,,,A,,,,,,,,rodhew,09-02-04,,
AMC 4,101.00,KU,11933,V,Data,5000,, 1/2,,,A,,,,,,,,boblcape,09-03-03,boblcape,
AMC 4,101.00,KU,11970,V,RCS Map Table / IP/DVB,4000,QPSK, 2/3,,,A,,,4,,,,,boblcape,07-06-04,boblcape,
AMC 4,101.00,KU,11983,H,LifeTalk Radio,5900,QPSK, 2/3,,,A,2122,2122,100,,200,,,Greg921,08-13-04,boblcape,
AMC 4,101.00,KU,11983,H,ATN / ACN Service 1,5900,QPSK, 2/3,2160,,A,2130,2160,100,,3,,,rcculp,08-27-04,boblcape,
AMC 4,101.00,KU,11983,H,ATN Service 2,5900,QPSK, 2/3,2160,,A,2132,2160,100,,4,,,rcculp,08-27-04,boblcape,
AMC 4,101.00,KU,11983,H,Esperanza TV,5900,QPSK, 2/3,2160,,A,2120,2160,100,,1,,,Greg921,08-13-04,boblcape,
AMC 4,101.00,KU,11983,H,Hope Channel,5900,QPSK, 2/3,2260,,A,2220,2260,100,,2,,,boblcape,08-13-04,boblcape,
AMC 4,101.00,KU,11990,H,WVGN - NPR Radio,2000,QPSK, 3/4,,,N,4197,,176,,1,,,Nickh30,10-06-04,boblcape,
AMC 4,101.00,KU,11990,H,WVGN NBC Virgin Islands,2000,QPSK, 3/4,4194,,N,4195,4194,176,,1,,,timm23112,10-06-04,boblcape,
AMC 4,101.00,KU,12000,V,Starband,30000,, 7/8,,,,,,,,,,,FBruenjes,08-12-02,rodhew,
AMC 4,101.00,KU,12011,H,Prison TV Network,2222,QPSK, 3/4,4130,,A,4131,4130,,,1,,,boblcape,03-05-04,boblcape,
AMC 4,101.00,KU,12020,H,LLBN,2034,QPSK, 2/3,4130,,Y,4131,33,,,,,,boblcape,08-07-03,boblcape,
AMC 4,101.00,KU,12025,H,401,5208,QPSK, 3/4,4130,,A,4131,4130,1,,1,,,boblcape,06-17-04,boblcape,on
AMC 4,101.00,KU,12025,H,402,5208,8PSK, 3/4,4132,,A,4133,4132,1,,2,,,miltonray,06-17-04,boblcape,on
AMC 4,101.00,KU,12060,H,10 - A&E,26700,, 3/4,1060,,,1020,1060,,,,,,francesco,01-20-04,skewming,on
AMC 4,101.00,KU,12060,H,01 - MSNBC,26700,, 3/4,1160,,,1120,1160,,,,,,francesco,01-20-04,skewming,on
AMC 4,101.00,KU,12060,H,02 - Court TV,26700,, 3/4,1260,,,1220,1260,,,,,,francesco,01-20-04,skewming,on
AMC 4,101.00,KU,12060,H,03 - Starz!,26700,, 3/4,1360,,,1320,1360,,,,,,francesco,01-20-04,skewming,on
AMC 4,101.00,KU,12060,H,04 - National Geographic,26700,, 3/4,1460,,,1420,1460,,,,,,francesco,01-20-04,skewming,on
AMC 4,101.00,KU,12060,H,05 - Fox News Channel,26700,, 3/4,1560,,,1520,1560,,,,,,francesco,01-20-04,skewming,on
AMC 4,101.00,KU,12060,H,06 - The Weather Channel,26700,, 3/4,1660,,,1620,1660,,,,,,francesco,01-20-04,skewming,on
AMC 4,101.00,KU,12060,H,07 - CNBC,26700,, 3/4,1760,,,1720,1760,,,,,,francesco,01-20-04,skewming,on
AMC 4,101.00,KU,12060,H,08 - A & E History,26700,, 3/4,1860,,,1820,1860,,,,,,francesco,01-20-04,skewming,on
AMC 4,101.00,KU,12060,H,09 - A & E Biography,26700,, 3/4,1960,,,1920,1960,,,,,,francesco,01-20-04,skewming,on
AMC 4,101.00,KU,12120,V,CRE en EcuaTV,30000,QPSK, 3/4,,,A,6177,6177,21,4352,16,,,boblcape,11-30-04,boblcape,on
AMC 4,101.00,KU,12120,V,QueHuong Radio,30000,, 3/4,,,A,41,36,21,,9,,,boblcape,05-10-04,boblcape,
AMC 4,101.00,KU,12120,V,Radio Maryja,30000,, 3/4,,,A,4099,4099,,,7,,,boblcape,01-08-04,boblcape,
AMC 4,101.00,KU,12120,V,STDM Radio,30000,, 3/4,,,A,40,36,21,,8,,,boblcape,05-10-04,boblcape,
AMC 4,101.00,KU,12120,V,Vietnamese Public Radio 1,30000,, 3/4,,,A,35,36,,,,,,cpt_mocha,08-07-03,dtsexpert,
AMC 4,101.00,KU,12120,V,Vietnamese Public Radio 2,30000,, 3/4,,,A,37,36,,,,,,dtsexpert,08-07-03,dtsexpert,
AMC 4,101.00,KU,12120,V,CGN TV,30000,QPSK, 3/4,3001,,A,3002,3001,21,4532,14,,,boblcape,12-09-04,boblcape,
AMC 4,101.00,KU,12120,V,TAN TV2,30000,QPSK, 3/4,3017,,A,3018,3017,21,,15,,,boblcape,09-08-04,,
AMC 4,101.00,KU,12120,V,Lawyers TV,30000,QPSK, 3/4,33,,A,34,33,,,1,,,nelminiawi,11-30-04,boblcape,
AMC 4,101.00,KU,12120,V,Vietnam TV,30000,QPSK, 3/4,38,,A,39,42,21,,4,,,boblcape,10-25-04,boblcape,
AMC 4,101.00,KU,12120,V,TRWAM,30000,QPSK, 3/4,4096,,A,4097,4096,,,3,,,dtsexpert,11-16-03,boblcape,
AMC 4,101.00,KU,12120,V,Dhammakaya,30000,QPSK, 3/4,4194,,A,4195,133,21,,10,,,ctg01,08-03-04,boblcape,
AMC 4,101.00,KU,12120,V,Ecuador TV,30000,QPSK, 3/4,6240,,A,6176,6240,,,2,,,smk,04-01-04,boblcape,on
AMC 4,101.00,KU,12169,H,RDP Internacional,3002,QPSK, 3/4,,,A,36,8190,1,,1,,,boblcape,08-27-04,boblcape,
AMC 4,101.00,KU,12169,H,RTP-International,3002,QPSK, 3/4,33,,A,34,8190,1,,1,,,boblcape,06-21-04,,
AMC 4,101.00,KU,12180,H,tachyon.net (IP/DVB),14000,, 3/4,,,,,,,,,,,loba55,04-12-04,loba55,
AMC 5,79.00,KU,11740,V,Utah Public Radio,11110,QPSK, 3/4,,,A,6000,6000,,,,,,Copykat,01-18-04,carl,
AMC 5,79.00,KU,11740,V,Utah State U. - USU Secret,11110,, 3/4,600,,,601,,,,,on,,MUUGA,01-11-02,,
AMC 5,79.00,KU,11740,V,Utah State U. - UEN 110,11110,, 3/4,610,,,611,,,,,,,francesco,01-11-02,,
AMC 5,79.00,KU,11740,V,Utah State U. - UEN 120,11110,, 3/4,620,,,621,,,,,,,francesco,01-11-02,,
AMC 5,79.00,KU,11740,V,Utah State U. - UEN 130,11110,, 3/4,630,,,631,,,,,,,francesco,01-11-02,,
AMC 5,79.00,KU,11740,V,Utah State U. - UEN 140,11110,, 3/4,640,,,641,,,,,,,francesco,01-11-02,,
AMC 5,79.00,KU,11740,V,Utah State U. - UEN 150,11110,, 3/4,650,,,651,,,,,,,francesco,01-11-02,,
AMC 5,79.00,KU,11740,V,Utah State U. - UEN 160,11110,, 3/4,660,,,661,,,,,,,francesco,01-11-02,,
AMC 5,79.00,KU,11740,V,Utah State U. - UEN170,11110,, 3/4,670,,,671,670,,,,,,Gary4ever1,02-02-02,Greg921,
AMC 5,79.00,KU,11740,V,Utah State U. - UEN180,11110,QPSK, 3/4,680,,A,681,680,,,180,,,Gary4ever1,01-12-04,boblcape,
AMC 5,79.00,KU,11740,V,Utah State U.- UEN Prg. 190,11110,, 3/4,690,,A,691,690,,,,,,avman2,08-13-04,,
AMC 5,79.00,KU,11740,V,Utah State U. - KUEN-TV,11110,QPSK, 3/4,700,,,701,700,21,123,200,,,turls,10-16-04,boblcape,
AMC 5,79.00,KU,11802,H,WNSA-FM,4627,, 3/4,,,A,4132,4130,,,,,,boblcape,08-07-03,boblcape,on
AMC 5,79.00,KU,11802,H,Empire Sports Network,4627,QPSK, 3/4,4130,,,4131,4130,,,1,,,telliott,06-10-04,boblcape,on
AMC 5,79.00,KU,11807,H,Empire Sports Network o/v,4162,QPSK, 5/6,4130,,Y,4131,4130,0000,0000,0001,,,telliott,11-09-03,Greg921,
AMC 5,79.00,KU,11814,V,Data,6511,, ,,,A,,,,,,,,avman2,07-12-04,avman2,
AMC 5,79.00,KU,11816,H,Empire SNG-II o/v,4627,QPSK, 3/4,4130,,A,4131,4130,,,1,,,wizoatk,09-15-04,boblcape,
AMC 5,79.00,KU,11826,H,Data,7234,, ,,,A,,,,,,,,avman2,08-13-04,,
AMC 5,79.00,KU,11828,V,News Feed,3975,, 3/4,33,on,,34,,,,,,,rodhew,01-11-02,,
AMC 5,79.00,KU,11833,V,CBS Newspath 5B o/v,3979,QPSK, 3/4,33,,A,34,8190,,,,,,boblcape,01-27-04,,
AMC 5,79.00,KU,11839,V,CBS Newspath 5C o/v,3979,QPSK, 3/4,33,,A,34,8190,,,,,,boblcape,01-27-04,boblcape,
AMC 5,79.00,KU,11843,V,DSNG,3979,, ,33,,A,34,8190,,,,,,aslaksonal,01-28-03,,
AMC 5,79.00,KU,11849,V,CBS Newspath 5E o/v,3979,QPSK, 3/4,33,,A,34,8190,,,,,,boblcape,01-27-04,boblcape,
AMC 5,79.00,KU,11854,V,CBS Newspath 5F o/v,3979,QPSK, 3/4,33,,A,34,8190,,,1,,,aslaksonal,08-20-04,boblcape,
AMC 5,79.00,KU,11859,V,CBS Newspath 5G o/v,3979,QPSK, 3/4,33,,A,34,8190,,,,,,rodhew,01-29-04,boblcape,
AMC 5,79.00,KU,11864,V,DSNG,3979,, ,33,,A,34,8190,,,,,,aslaksonal,01-28-03,,
AMC 5,79.00,KU,11869,V,News feed,3980,, 3/4,0033,,A,0034,8190,,,,,,gary4ever1,06-07-02,,
AMC 5,79.00,KU,11876,V,CBS Newspath 5J o/v,3979,QPSK, 3/4,33,,A,36,33,1,,2,,,gary4ever1,08-20-04,boblcape,
AMC 5,79.00,KU,11900,H,Telemundo New Mexico,2170,QPSK, 3/4,4130,,A,4131,4130,,,,,,tede,01-23-05,tede,
AMC 5,79.00,KU,11940,H,Sinclair News Central,6510,QPSK, 2/3,308,,A,256,8190,,,1,,,nokiaman,12-29-04,boblcape,
AMC 5,79.00,KU,11946,V,ABC News Feed,3980,, ,308,,,256,8190,,,,,,aslaksonal,01-11-02,wizoatk,
AMC 5,79.00,KU,11950,V,DSNG 9A,3979,QPSK, 3/4,0308,,A,0256,8190,1,,1,,,rodhew,08-04-04,boblcape,
AMC 5,79.00,KU,11956,V,DSNG o/v,3979,QPSK, 3/4,33,,A,34,8190,,,,,,dedish100,01-27-04,boblcape,
AMC 5,79.00,KU,11961,V,DSNG o/v,3979,QPSK, 3/4,33,,A,34,8190,,,,,,dedish100,07-22-03,boblcape,
AMC 5,79.00,KU,11964,H,DSNG  o/v,4101,, ,308,,A,256,8190,,,,,,avman2,11-14-03,,
AMC 5,79.00,KU,11964,H,News O/V Feeds - 10A,3979,, 3/4,308,,,256,8190,,,,,,Nickh30,01-11-02,,
AMC 5,79.00,KU,11966,V,DSNG 9D,3979,QPSK, 3/4,308,,,256,8190,,,,,,Nickh30,08-04-04,boblcape,
AMC 5,79.00,KU,11971,V,DSNG o/v,3979,QPSK, 3/4,0033,,A,0034,8190,,,,,,dedish100,01-27-04,boblcape,
AMC 5,79.00,KU,11978,V,DSNG o/v,3979,QPSK, 3/4,308,,A,256,8190,,,,,,loba55,01-27-04,boblcape,
AMC 5,79.00,KU,11979,H,Crawford (Sports) o/v,6111,, ,308,,A,256,8190,,,,,,avman2,05-13-04,avman2,
AMC 5,79.00,KU,11979,H,DSNG  o/v,5666,, ,308,,A,256,8190,,,,,,avman2,07-22-03,,
AMC 5,79.00,KU,11980,H,News O/V Feeds - 10B,3979,QPSK, 3/4,308,,,256,8190,,,,,,jefflandwehr,07-13-03,boblcape,
AMC 5,79.00,KU,11983,V,DSNG,3979,, 3/4,33,,,36,33,,,,,,Nickh30,03-09-03,boblcape,
AMC 5,79.00,KU,11985,H,News Feed (Carolinas),3978,, ,33,,A,36,33,,,,,,aslaksonal,08-02-02,,
AMC 5,79.00,KU,11987,V,DSNG 9H,3979,QPSK, 3/4,308,,,256,8190,,,,,,Nickh30,08-04-04,boblcape,
AMC 5,79.00,KU,11988,H,DSNG  o/v,4101,, ,308,,A,256,8190,,,,,,avman2,05-13-04,avman2,
AMC 5,79.00,KU,11988,H,News O/V Feeds - 10C,5171,, 3/4,308,,,256,8190,,,,,,Nickh30,01-11-02,,
AMC 5,79.00,KU,11992,V,DSNG 9I,3979,QPSK, 3/4,308,,,256,8190,,,,,,Nickh30,08-04-04,boblcape,
AMC 5,79.00,KU,11995,H,News O/V Feeds - 10D,5171,, 3/4,308,,,256,8190,,,,,,Nickh30,01-11-02,,
AMC 5,79.00,KU,11999,V,DSNG o/v,3979,QPSK, 3/4,308,,A,256,8190,,,,,,Nickh30,01-27-04,boblcape,
AMC 5,79.00,KU,12001,H,DSNG,4231,, ,4130,,A,4131,4130,,,,,,avman2,05-30-03,,
AMC 5,79.00,KU,12002,H,News O/V Feeds - 10E,5171,, 3/4,308,,,256,8190,,,,,,Nickh30,01-11-02,,
AMC 5,79.00,KU,12009,H,DSNG (10F),3979,, 3/4,33,,,36,33,,,,,,kmoe1,02-20-03,boblcape,
AMC 5,79.00,KU,12010,V,DSNG,3979,, ,33,,A,36,33,,,,,,aslaksonal,02-03-03,,
AMC 5,79.00,KU,12010,V,CNN News O/V Feeds - 11A,5170,, 3/4,4130,,,4131,,,,,,,Francesco,01-11-02,Nickh30,
AMC 5,79.00,KU,12015,V,DSNG,3979,, ,308,,A,256,8190,,,,,,aslaksonal,02-03-03,,
