Satellite,Position,Band,DL Frequency,Polarity,Description,SR,Modulation,FEC,VPID,UM,Spectrum Inversion,APID,PCR,Transport ID, Network ID,Service ID,4:2:2 Video,AC-3 Audio,Source,Updated,Updater,Encryption
AMC 2,105.00,KU,11800,V,WOLO (ABC Columbia  SC),26000,QPSK, 2/3,4130,,A,4131,4130,,,7250,,,rodhew,10-13-03,boblcape,on
AMC 2,105.00,KU,11800,V,WLTX (CBS Columbia SC),26000,QPSK, 2/3,4386,,A,4387,4386,,,7251,,,rodhew,10-13-03,boblcape,on
AMC 2,105.00,KU,11800,V,WIS (NBC Columbia SC),26000,QPSK, 2/3,4642,,A,4643,4642,,,7252,,,rodhew,10-13-03,boblcape,on
AMC 2,105.00,KU,11800,V,WACH (Fox Columbia SC),26000,QPSK, 2/3,4898,,A,4899,4898,,,7253,,,rodhew,10-13-03,boblcape,on
AMC 2,105.00,KU,11800,V,WBHQ (UPN/WB Columbia SC),26000,QPSK, 2/3,5154,,A,5155,5154,,,7254,,,rodhew,10-13-03,boblcape,on
AMC 2,105.00,KU,11800,V,WRLK  (PBS Columbia SC),26000,QPSK, 2/3,5410,,A,5411,5410,,,7256,,,rodhew,10-13-03,boblcape,on
AMC 2,105.00,KU,11800,V,WRJA-PBS,26000,QPSK, 2/3,5666,,A,5667,5666,,,7257,,,boblcape,09-28-03,boblcape,on
AMC 2,105.00,KU,11800,V,KTKA- ABC,26000,QPSK, 2/3,5922,,A,5923,5922,,,7391,,,boblcape,03-25-04,,on
AMC 2,105.00,KU,11800,V,WIBW- CBS,26000,QPSK, 2/3,6178,,A,6179,6178,,,7392,,,boblcape,03-25-04,,on
AMC 2,105.00,KU,11800,V,KSNT- NBC,26000,QPSK, 2/3,6434,,A,6435,6434,,,7393,,,boblcape,03-25-04,,on
AMC 2,105.00,KU,11800,V,KTMJ- FOX,26000,QPSK, 2/3,6690,,A,6691,6690,,,7394,,,boblcape,03-25-04,,on
AMC 2,105.00,KU,11800,V,KTWU- PBS,26000,QPSK, 2/3,6946,,A,6947,6946,,,7397,,,boblcape,03-25-04,,on
AMC 2,105.00,KU,11820,H,KVIA- ABC,26000,QPSK, 2/3,4130,,A,4131,4130,,,7583,,,boblcape,03-24-04,,on
AMC 2,105.00,KU,11820,H,KDBC- CBS,26000,QPSK, 2/3,4386,,A,4387,4386,,,7584,,,boblcape,03-24-04,,on
AMC 2,105.00,KU,11820,H,KTSM- NBC,26000,QPSK, 2/3,4642,,A,4643,4642,,,7585,,,boblcape,03-24-04,,on
AMC 2,105.00,KU,11820,H,KFOX - FOX,26000,QPSK, 2/3,4898,,A,4899,4898,,,7586,,,boblcape,03-24-04,,on
AMC 2,105.00,KU,11820,H,KINT- Univision,26000,QPSK, 2/3,5666,,A,5667,5666,,,7591,,,boblcape,03-24-04,,on
AMC 2,105.00,KU,11820,H,KTYO- Telemundo,26000,QPSK, 2/3,5922,,A,5923,5922,,,7592,,,boblcape,03-24-04,,on
AMC 2,105.00,KU,11820,H,KTFN- Telefutura,26000,QPSK, 2/3,6178,,A,6179,6178,,,7593,,,boblcape,03-24-04,,on
AMC 2,105.00,KU,11820,H,KRWG- PBS,26000,QPSK, 2/3,6434,,A,6435,6434,,,7594,,,boblcape,03-24-04,,on
AMC 2,105.00,KU,11840,V,WRIC - ABC,26000,QPSK, 2/3,4130,,A,4131,4130,,,,,,boblcape,09-08-03,boblcape,on
AMC 2,105.00,KU,11840,V,WTVR - CBS,26000,QPSK, 2/3,4386,,A,4387,4386,,,,,,boblcape,09-08-03,boblcape,on
AMC 2,105.00,KU,11840,V,WWBT- NBC,26000,QPSK, 2/3,4642,,A,4643,4642,,,,,,boblcape,09-08-03,boblcape,on
AMC 2,105.00,KU,11840,V,WRLH- FOX,26000,QPSK, 2/3,4898,,A,4899,4898,,,,,,boblcape,09-08-03,boblcape,on
AMC 2,105.00,KU,11840,V,WUPV - UPN,26000,QPSK, 2/3,5154,,A,5155,5154,,,,,,boblcape,09-08-03,boblcape,on
AMC 2,105.00,KU,11840,V,WCVE -  PBS,26000,QPSK, 2/3,5410,,A,5411,5410,,,,,,boblcape,09-08-03,boblcape,on
AMC 2,105.00,KU,11840,V,WCVW- PBS,26000,QPSK, 2/3,5666,,A,5667,5666,607,,9392,,,boblcape,05-01-04,,on
AMC 2,105.00,KU,11840,V,SuperDish System Test Card,26000,QPSK, 2/3,6434,,A,6435,6434,,,7000,,,boblcape,10-18-03,,
AMC 2,105.00,KU,11860,H,WEHT - ABC,26000,, 2/3,4130,,A,4131,4130,,,,,,skewming,04-02-04,ctg01,on
AMC 2,105.00,KU,11860,H,WEVV - CBS,26000,, 2/3,4386,,A,4387,4386,,,,,,skewming,04-02-04,ctg01,on
AMC 2,105.00,KU,11860,H,WFIE - NBC,26000,, 2/3,4642,,A,4643,4642,,,,,,skewming,04-02-04,ctg01,on
AMC 2,105.00,KU,11860,H,WTVW - FOX,26000,, 2/3,4898,,A,4899,4898,,,,,,skewming,04-02-04,ctg01,on
AMC 2,105.00,KU,11860,H,WAZE - WB,26000,, 2/3,5154,,A,5155,5154,,,,,,skewming,04-02-04,ctg01,on
AMC 2,105.00,KU,11860,H,WNIN - UPN,26000,, 2/3,5410,,A,5411,5410,,,,,,skewming,04-02-04,ctg01,on
AMC 2,105.00,KU,11860,H,WKOH - PBS,26000,, 2/3,5666,,A,5667,5666,,,,,,skewming,04-02-04,ctg01,on
AMC 2,105.00,KU,11860,H,KTVO-ABC,26000,, 2/3,5922,,A,5923,5922,608,,710,,,boblcape,05-27-04,,on
AMC 2,105.00,KU,11860,H,KHQA-CBS,26000,, 2/3,6178,,A,6179,6178,608,,7711,,,boblcape,05-27-04,,on
AMC 2,105.00,KU,11860,H,WGEM-NBC,26000,, 2/3,6434,,A,6435,6434,608,,7712,,,boblcape,05-27-04,,on
AMC 2,105.00,KU,11860,H,XGEM-FOX (GEMFX),26000,QPSK, 2/3,6690,,A,6691,6690,608,,7713,,,boblcape,06-20-04,boblcape,on
AMC 2,105.00,KU,11860,H,WMEC-PBS,26000,, 2/3,6946,,A,6947,6946,608,,7716,,,boblcape,05-27-04,,on
AMC 2,105.00,KU,11880,V,WSYX-ABC,26000,QPSK, 2/3,4130,,A,4131,4130,,,7200,,,boblcape,09-28-03,boblcape,on
AMC 2,105.00,KU,11880,V,WBNS-CBS,26000,QPSK, 2/3,4386,,A,4387,4386,,,7201,,,boblcape,09-28-03,boblcape,on
AMC 2,105.00,KU,11880,V,WCMH-NBC,26000,QPSK, 2/3,4642,,A,4643,4642,,,7202,,,boblcape,09-28-03,boblcape,on
AMC 2,105.00,KU,11880,V,WTTE-FOX,26000,QPSK, 2/3,4898,,A,4899,4898,,,7203,,,boblcape,09-28-03,boblcape,on
AMC 2,105.00,KU,11880,V,WWHO-UPN,26000,QPSK, 2/3,5154,,A,5155,5154,,,7205,,,boblcape,09-28-03,boblcape,on
AMC 2,105.00,KU,11880,V,WOSU-PBS,26000,QPSK, 2/3,5410,,A,5411,5410,,,7206,,,boblcape,09-28-03,boblcape,on
AMC 2,105.00,KU,11880,V,WPBO-TV,26000,QPSK, 2/3,5410,,A,5411,5410,,,7325,,,boblcape,11-21-03,,on
AMC 2,105.00,KU,11880,V,WSFJ-PAX,26000,QPSK, 2/3,5666,,A,5667,5666,,,7207,,,boblcape,09-28-03,boblcape,on
AMC 2,105.00,KU,11880,V,WPBY- PBS,26000,QPSK, 2/3,5922,,A,5923,5922,,,7321,,,boblcape,11-21-03,,on
AMC 2,105.00,KU,11880,V,WOUB- PBS,26000,QPSK, 2/3,6178,,A,6179,6178,,,7322,,,boblcape,11-21-03,,on
AMC 2,105.00,KU,11880,V,WKAS- PBS,26000,QPSK, 2/3,6434,,A,6435,6434,,,7324,,,boblcape,11-21-03,,on
AMC 2,105.00,KU,11880,V,WTJR-TV,26000,, 2/3,6946,,A,6947,6946,609,,7717,,,boblcape,06-03-04,boblcape,on
AMC 2,105.00,KU,11900,H,WVAW-ABC,26000,QPSK, 2/3,4130,,A,4131,4130,610,,7929,,,boblcape,08-12-04,boblcape,on
AMC 2,105.00,KU,11900,H,WCAV-CBS,26000,QPSK, 2/3,4386,,A,4387,4386,610,,7930,,,boblcape,08-12-04,boblcape,on
AMC 2,105.00,KU,11900,H,WVIR-NBC,26000,QPSK, 2/3,4642,,A,4643,4642,610,,7931,,,boblcape,08-12-04,,on
AMC 2,105.00,KU,11900,H,WHTJ-PBS,26000,QPSK, 2/3,4898,,A,4899,4898,610,,7933,,,boblcape,08-12-04,,on
AMC 2,105.00,KU,11900,H,WMBB-ABC,26000,QPSK, 2/3,5154,,A,5155,5154,610,,7919,,,boblcape,08-12-04,boblcape,on
AMC 2,105.00,KU,11900,H,WJHG-NBC,26000,QPSK, 2/3,5410,,A,5411,5410,610,,7921,,,boblcape,08-12-04,boblcape,on
AMC 2,105.00,KU,11900,H,WPGX-FOX,26000,QPSK, 2/3,5666,,A,5667,5666,610,,7922,,,boblcape,08-12-04,boblcape,on
AMC 2,105.00,KU,11900,H,WFSG-PBS,26000,QPSK, 2/3,5922,,A,5923,5922,610,,7924,,,boblcape,08-12-04,boblcape,on
AMC 2,105.00,KU,11900,H,WDTV-CBS,26000,QPSK, 2/3,6178,,A,6179,6178,610,,7911,,,boblcape,09-02-04,,on
AMC 2,105.00,KU,11900,H,WBOY-NBC,26000,QPSK, 2/3,6434,,A,6435,6434,610,,7912,,,boblcape,09-02-04,,on
AMC 2,105.00,KU,11900,H,WVFX-FOX,26000,QPSK, 2/3,6690,,A,6691,6690,610,,7913,,,boblcape,09-02-04,,on
AMC 2,105.00,KU,11900,H,WNPB-PBS,26000,QPSK, 2/3,6946,,A,6947,6946,610,,7915,,,boblcape,09-02-04,,on
AMC 2,105.00,KU,11920,V,WMAR-ABC,26000,QPSK, 2/3,4130,,A,4131,4130,,,8730,,,boblcape,10-06-03,,on
AMC 2,105.00,KU,11920,V,WJZ-CBS,26000,QPSK, 2/3,4386,,A,4387,4386,,,8731,,,boblcape,10-06-03,,on
AMC 2,105.00,KU,11920,V,WBAL-NBC,26000,QPSK, 2/3,4642,,A,4643,4642,,,8732,,,boblcape,10-06-03,,on
AMC 2,105.00,KU,11920,V,WBFF-FOX,26000,QPSK, 2/3,4898,,A,4899,4898,,,8733,,,boblcape,10-06-03,,on
AMC 2,105.00,KU,11920,V,WNUV-WB,26000,QPSK, 2/3,5154,,A,5155,5154,,,8734,,,boblcape,10-06-03,,on
AMC 2,105.00,KU,11920,V,WUTB-UPN,26000,QPSK, 2/3,5410,,A,5411,5410,,,8735,,,boblcape,10-06-03,,on
AMC 2,105.00,KU,11920,V,WMPT-PBS,26000,QPSK, 2/3,5666,,A,5667,5666,,,8736,,,boblcape,10-06-03,,on
AMC 2,105.00,KU,11920,V,WKDH- ABC,26000,QPSK, 2/3,5922,,A,5923,5922,611,,7760,,,boblcape,05-01-04,,on
AMC 2,105.00,KU,11920,V,WCBI- CBS,26000,QPSK, 2/3,6178,,A,6179,6178,611,,7761,,,boblcape,05-01-04,,on
AMC 2,105.00,KU,11920,V,WTVA- NBC,26000,QPSK, 2/3,6434,,A,6435,6434,611,,7762,,,boblcape,05-01-04,,on
AMC 2,105.00,KU,11920,V,WLOV- FOX,26000,QPSK, 2/3,6690,,A,6691,6690,611,,7763,,,boblcape,05-01-04,,on
AMC 2,105.00,KU,11920,V,WMAB- PBS,26000,QPSK, 2/3,6946,,A,6947,6946,611,,7766,,,boblcape,05-01-04,,on
AMC 2,105.00,KU,11940,H,WHOI- ABC,26000,QPSK, 2/3,4130,,A,4131,4130,612,,7750,,,boblcape,04-29-04,,on
AMC 2,105.00,KU,11940,H,WMBD- CBS,26000,QPSK, 2/3,4386,,A,4387,4386,612,,7751,,,boblcape,04-29-04,,on
AMC 2,105.00,KU,11940,H,WEEK- NBC,26000,QPSK, 2/3,4642,,A,4643,4642,612,,7752,,,boblcape,04-29-04,,on
AMC 2,105.00,KU,11940,H,WYZZ- FOX,26000,QPSK, 2/3,4898,,A,4899,4898,612,,7753,,,boblcape,04-29-04,,on
AMC 2,105.00,KU,11940,H,WAOE- UPN,26000,QPSK, 2/3,5154,,A,5155,5154,612,,7755,,,boblcape,04-29-04,,on
AMC 2,105.00,KU,11940,H,WTVP- PBS,26000,QPSK, 2/3,5410,,A,5411,5410,612,,7756,,,boblcape,04-29-04,,on
AMC 2,105.00,KU,11940,H,WJBF-ABC,26000,, 2/3,5666,,A,5667,5666,612,,7700,,,boblcape,06-03-04,,on
AMC 2,105.00,KU,11940,H,WRDW-CBS,26000,, 2/3,5922,,A,5923,5922,612,,7701,,,boblcape,06-03-04,,on
AMC 2,105.00,KU,11940,H,WAGT-NBC,26000,, 2/3,6178,,A,6179,6178,612,,7702,,,boblcape,06-03-04,,on
AMC 2,105.00,KU,11940,H,WFXG-FOX,26000,, 2/3,6434,,A,6435,6434,612,,7703,,,boblcape,06-03-04,,on
AMC 2,105.00,KU,11940,H,WEBA-PBS,26000,, 2/3,6946,,A,6947,6946,612,,7707,,,boblcape,06-03-04,,on
AMC 2,105.00,KU,11960,V,KAKE-ABC,26000,QPSK, 2/3,4130,,A,4131,4130,,,,,,boblcape,09-19-03,boblcape,on
AMC 2,105.00,KU,11960,V,KWCH-CBS,26000,QPSK, 2/3,4386,,A,4387,4386,,,,,,boblcape,09-19-03,boblcape,on
AMC 2,105.00,KU,11960,V,KSNW-NBC,26000,QPSK, 2/3,4642,,A,4643,4642,,,,,,boblcape,09-19-03,boblcape,on
AMC 2,105.00,KU,11960,V,KSAS-FOX,26000,QPSK, 2/3,4898,,A,4899,4898,,,,,,boblcape,09-19-03,boblcape,on
AMC 2,105.00,KU,11960,V,KWCV-WB,26000,QPSK, 2/3,5154,,A,5155,5154,,,7054,,,boblcape,10-07-03,boblcape,on
AMC 2,105.00,KU,11960,V,KSCC-UPN,26000,QPSK, 2/3,5410,,A,5411,5410,,,,,,boblcape,09-19-03,boblcape,on
AMC 2,105.00,KU,11960,V,KPTS-PBS,26000,QPSK, 2/3,5666,,A,5667,5666,,,,,,boblcape,09-19-03,boblcape,on
AMC 2,105.00,KU,11960,V,KCAU- ABC,26000,QPSK, 2/3,5922,,A,5923,5922,613,,7190,,,boblcape,05-06-04,,on
AMC 2,105.00,KU,11960,V,KMEG- CBS,26000,QPSK, 2/3,6178,,A,6179,6178,613,,7191,,,boblcape,05-06-04,,on
AMC 2,105.00,KU,11960,V,KTIV- NBC,26000,QPSK, 2/3,6434,,A,6435,6434,613,,7192,,,boblcape,05-06-04,,on
AMC 2,105.00,KU,11960,V,KPTH- FOX,26000,QPSK, 2/3,6690,,A,6691,6690,613,,7193,,,boblcape,05-06-04,,on
AMC 2,105.00,KU,11960,V,KSIN- PBS,26000,, 2/3,6946,,A,6947,6946,613,,7195,,,boblcape,05-06-04,,on
AMC 2,105.00,KU,11980,H,WJCL- ABC,26000,QPSK, 2/3,4130,,A,4131,4130,,,7480,,,boblcape,12-18-03,,on
AMC 2,105.00,KU,11980,H,WTOC- CBS,26000,QPSK, 2/3,4386,,A,4387,4386,,,7481,,,boblcape,12-18-03,,on
AMC 2,105.00,KU,11980,H,WSAV- NBC,26000,QPSK, 2/3,4642,,A,4643,4642,,,7482,,,boblcape,12-18-03,,on
AMC 2,105.00,KU,11980,H,WTGS- FOX,26000,QPSK, 2/3,4898,,A,4899,4898,,,7483,,,boblcape,12-18-03,,on
AMC 2,105.00,KU,11980,H,WGSA- UPN,26000,QPSK, 2/3,5154,,A,5155,5154,,,7485,,,boblcape,12-18-03,,on
AMC 2,105.00,KU,11980,H,WBND- ABC,26000,QPSK, 2/3,5922,,A,5923,5922,614,,7090,,,boblcape,07-23-04,boblcape,on
AMC 2,105.00,KU,11980,H,WUNC-PBS,26000,QPSK, 2/3,6178,,A,6179,6178,,,7271,,,boblcape,10-07-03,,on
AMC 2,105.00,KU,11980,H,WUNM-PBS,26000,QPSK, 2/3,6178,,A,6179,6178,614,,7737,,,boblcape,10-28-04,boblcape,on
AMC 2,105.00,KU,11980,H,WUNU-PBS,26000,QPSK, 2/3,6178,,A,6179,6178,614,,7845,,,boblcape,10-28-04,,on
AMC 2,105.00,KU,11980,H,WLXI TV 61,26000,QPSK, 2/3,6434,,A,6435,6434,,,7272,,,boblcape,10-07-03,,on
AMC 2,105.00,KU,11980,H,WMWB- WB,26000,QPSK, 2/3,6690,,A,6691,6690,614,,7094,,,boblcape,07-23-04,boblcape,on
AMC 2,105.00,KU,11980,H,WSBT-UPN,26000,QPSK, 2/3,6946,,A,6947,6946,614,,7095,,,boblcape,07-23-04,,on
AMC 2,105.00,KU,12000,V,KMIZ- ABC,26000,QPSK, 2/3,4130,,A,4131,4130,615,,7450,,,boblcape,11-13-03,,on
AMC 2,105.00,KU,12000,V,KRCG- CBS,26000,QPSK, 2/3,4386,,A,4387,4386,615,,7451,,,boblcape,11-13-03,,on
AMC 2,105.00,KU,12000,V,KOMU- NBC,26000,QPSK, 2/3,4642,,A,4643,4642,615,,7452,,,boblcape,11-13-03,,on
AMC 2,105.00,KU,12000,V,KQFX- FOX,26000,QPSK, 2/3,4898,,A,4899,4898,615,,7453,,,boblcape,11-13-03,,on
AMC 2,105.00,KU,12000,V,KMOS- PBS,26000,QPSK, 2/3,5154,,A,5155,5154,615,,7456,,,boblcape,11-13-03,,on
AMC 2,105.00,KU,12000,V,KNLJ- IND,26000,QPSK, 2/3,5410,,A,5411,5410,615,,7457,,,boblcape,11-13-03,,on
AMC 2,105.00,KU,12000,V,WDTN- NBC,26000,QPSK, 2/3,5666,,A,5667,5666,615,,7425,,,boblcape,09-01-04,boblcape,on
AMC 2,105.00,KU,12000,V,WHIO- CBS,26000,QPSK, 2/3,5922,,A,5923,5922,,,7426,,,boblcape,11-21-03,,on
AMC 2,105.00,KU,12000,V,WKEF- ABC,26000,QPSK, 2/3,6178,,A,6179,6178,615,,7427,,,boblcape,09-01-04,boblcape,on
AMC 2,105.00,KU,12000,V,WRGT- FOX,26000,QPSK, 2/3,6434,,A,6435,6434,,,7428,,,boblcape,11-21-03,,on
AMC 2,105.00,KU,12000,V,WBDT- WB,26000,QPSK, 2/3,6690,,A,6691,6690,,,7429,,,boblcape,11-21-03,,on
AMC 2,105.00,KU,12000,V,WPTD- PBS,26000,QPSK, 2/3,6946,,A,6947,6946,,,7431,,,boblcape,11-21-03,,on
AMC 2,105.00,KU,12020,H,WAND-ABC,26000,QPSK, 2/3,4130,,A,4131,4130,616,,7400,,,boblcape,10-03-04,boblcape,on
AMC 2,105.00,KU,12020,H,WCIA-CBS,26000,QPSK, 2/3,4386,,A,4387,4386,616,,7401,,,boblcape,10-03-04,boblcape,on
AMC 2,105.00,KU,12020,H,WICS-NBC,26000,QPSK, 2/3,4642,,A,4643,4642,616,,7402,,,boblcape,10-03-04,boblcape,on
AMC 2,105.00,KU,12020,H,WRSP- FOX,26000,QPSK, 2/3,4898,,A,4899,4898,616,,7403,,,boblcape,10-03-04,boblcape,on
AMC 2,105.00,KU,12020,H,WBUI-WB,26000,QPSK, 2/3,5154,,A,5155,5154,616,,7404,,,boblcape,10-03-04,boblcape,on
AMC 2,105.00,KU,12020,H,WCFN-UPN,26000,QPSK, 2/3,5410,,A,5411,5410,616,,7405,,,boblcape,10-03-04,boblcape,on
AMC 2,105.00,KU,12020,H,WEIU-PBS,26000,QPSK, 2/3,5666,,A,5667,5666,616,,7406,,,boblcape,10-03-04,boblcape,on
AMC 2,105.00,KU,12020,H,WILL-PBS,26000,QPSK, 2/3,5922,,A,5923,5922,616,,7407,,,boblcape,10-03-04,boblcape,on
AMC 2,105.00,KU,12020,H,WSEC-PBS,26000,QPSK, 2/3,6178,,A,6179,6178,616,,7408,,,boblcape,10-03-04,boblcape,on
AMC 2,105.00,KU,12020,H,WTVY-CBS,26000,QPSK, 2/3,6434,,A,6435,6434,616,4107,7926,,,boblcape,12-01-04,,on
AMC 2,105.00,KU,12020,H,KOOD-PBS,26000,QPSK, 2/3,6690,,A,6691,6690,616,,7057,,,boblcape,10-03-04,,on
AMC 2,105.00,KU,12020,H,WBIF-UPN,26000,QPSK, 2/3,6946,,A,6947,6946,616,4107,7923,,,boblcape,01-20-05,,on
AMC 2,105.00,KU,12040,V,KLKN- ABC,26000,QPSK, 2/3,4130,,A,4131,4130,,,7550,,,boblcape,03-18-04,,on
AMC 2,105.00,KU,12040,V,KOLN- CBS,26000,QPSK, 2/3,4386,,A,4387,4386,,,7551,,,boblcape,03-18-04,,on
AMC 2,105.00,KU,12040,V,KHAS- NBC,26000,QPSK, 2/3,4642,,A,4643,4642,,,7552,,,boblcape,03-18-04,,on
AMC 2,105.00,KU,12040,V,KTVG- FOX,26000,QPSK, 2/3,4898,,A,4899,4898,,,7553,,,boblcape,03-18-04,,on
AMC 2,105.00,KU,12040,V,KUON- PBS,26000,QPSK, 2/3,5154,,A,5155,5154,,,7556,,,boblcape,03-18-04,,on
AMC 2,105.00,KU,12040,V,KHGI- ABC,26000,QPSK, 2/3,5410,,A,5411,5410,,,7557,,,boblcape,03-18-04,,on
AMC 2,105.00,KU,12040,V,WALB- NBC,26000,QPSK, 2/3,5666,,A,5667,5666,617,,7668,,,boblcape,04-23-04,,on
AMC 2,105.00,KU,12040,V,WFXL- FOX,26000,QPSK, 2/3,5922,,A,5923,5922,617,,7669,,,boblcape,04-23-04,,on
AMC 2,105.00,KU,12040,V,WACS- PBS,26000,QPSK, 2/3,6946,,A,6947,6946,617,,7674,,,boblcape,04-23-04,,on
AMC 2,105.00,KU,12060,H,WNEP- ABC,26000,QPSK, 2/3,4130,,A,4131,4130,,,9245,,,boblcape,11-08-03,boblcape,on
AMC 2,105.00,KU,12060,H,WYOU- CBS,26000,QPSK, 2/3,4386,,A,4387,4386,,,9246,,,boblcape,11-08-03,boblcape,on
AMC 2,105.00,KU,12060,H,WBRE- NBC,26000,QPSK, 2/3,4642,,A,4643,4642,,,9247,,,boblcape,11-08-03,boblcape,on
AMC 2,105.00,KU,12060,H,WOLF- FOX,26000,QPSK, 2/3,4898,,A,4899,4898,,,9248,,,boblcape,11-08-03,boblcape,on
AMC 2,105.00,KU,12060,H,WSWB- WB,26000,QPSK, 2/3,5154,,A,5155,5154,,,9249,,,boblcape,11-08-03,boblcape,on
AMC 2,105.00,KU,12060,H,WVIA- PBS,26000,QPSK, 2/3,5410,,A,5411,5410,,,9251,,,boblcape,11-08-03,boblcape,on
AMC 2,105.00,KU,12080,V,KAQY-ABC,26000,, 2/3,4130,,A,4131,4130,619,,7809,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12080,V,KNOE-CBS,26000,, 2/3,4386,,A,4387,4386,619,,7810,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12080,V,KTVE-NBC,26000,, 2/3,4642,,A,4643,4642,619,,7811,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12080,V,KARD-FOX,26000,, 2/3,4898,,A,4899,4898,619,,7812,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12080,V,KEJB-UPN,26000,, 2/3,5154,,A,5155,5154,619,,7813,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12080,V,KLTM-PBS,26000,, 2/3,5410,,A,5411,5410,619,,7814,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12080,V,WBMM-WB,26000,QPSK, 2/3,5666,,A,5667,5666,619,4107,7858,,,boblcape,01-20-05,,on
AMC 2,105.00,KU,12080,V,WCTI-ABC,26000,, 2/3,5922,,A,5923,5922,619,,7731,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12080,V,WNCT-CBS,26000,, 2/3,6178,,A,6179,6178,619,,7732,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12080,V,WITN-NBC,26000,, 2/3,6434,,A,6435,6434,619,,7733,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12080,V,WFXI-FOX,26000,, 2/3,6690,,A,6691,6690,619,,7734,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12100,H,WPDE-ABC,26000,, 2/3,4130,,A,4131,4130,620,,7838,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12100,H,WBTW-CBS,26000,, 2/3,4386,,A,4387,4386,620,,7839,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12100,H,WFXB-FOX,26000,, 2/3,4642,,A,4643,4642,620,,7841,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12100,H,WWMB-UPN,26000,, 2/3,4898,,A,4899,4898,620,,7842,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12100,H,WJPM-PBS,26000,, 2/3,5154,,A,5155,5154,620,,7843,,,boblcape,06-09-04,,on
AMC 2,105.00,KU,12100,H,WNCF-ABC,26000,QPSK, 2/3,5410,,A,5411,5410,620,,7850,,,boblcape,06-25-04,,on
AMC 2,105.00,KU,12100,H,WAKA-CBS,26000,QPSK, 2/3,5666,,A,5667,5666,620,,7851,,,boblcape,06-25-04,,on
AMC 2,105.00,KU,12100,H,WSFA-NBC,26000,QPSK, 2/3,5922,,A,5923,5922,620,,7852,,,boblcape,06-25-04,,on
AMC 2,105.00,KU,12100,H,WCOV-FOX,26000,QPSK, 2/3,6178,,A,6179,6178,620,,7853,,,boblcape,06-25-04,,on
AMC 2,105.00,KU,12100,H,WRJM-UPN,26000,QPSK, 2/3,6434,,A,6435,6434,620,,7854,,,boblcape,06-25-04,,on
AMC 2,105.00,KU,12100,H,WAIQ-PBS,26000,QPSK, 2/3,6690,,A,6691,6690,620,,7855,,,boblcape,06-25-04,,on
AMC 2,105.00,KU,12100,H,WBIH-IND,26000,QPSK, 2/3,6946,,A,6947,6946,620,,7856,,,boblcape,06-25-04,,on
AMC 2,105.00,KU,12120,V,KODE-ABC,26000,QPSK, 2/3,4130,,A,4131,4130,621,,7868,,,boblcape,06-21-04,,on
AMC 2,105.00,KU,12120,V,KOAM-CBS,26000,QPSK, 2/3,4386,,A,4387,4386,621,,7869,,,boblcape,06-21-04,,on
AMC 2,105.00,KU,12120,V,KSNF-NBC,26000,QPSK, 2/3,4642,,A,4643,4642,621,,7870,,,boblcape,06-21-04,,on
AMC 2,105.00,KU,12120,V,KFJX-FOX,26000,QPSK, 2/3,4898,,A,4899,4898,621,,7871,,,boblcape,06-21-04,,on
AMC 2,105.00,KU,12120,V,KOZJ-PBS,26000,QPSK, 2/3,5154,,A,5155,5154,621,,7873,,,boblcape,06-21-04,,on
AMC 2,105.00,KU,12120,V,WPGA-ABC,26000,QPSK, 2/3,5410,,A,5411,5410,621,,7877,,,boblcape,06-21-04,,on
AMC 2,105.00,KU,12120,V,WMAZ-CBS,26000,QPSK, 2/3,5666,,A,5667,5666,621,,7878,,,boblcape,06-21-04,,on
AMC 2,105.00,KU,12120,V,WMGT-NBC,26000,QPSK, 2/3,5922,,A,5923,5922,621,,7879,,,boblcape,06-21-04,,on
AMC 2,105.00,KU,12120,V,WGXA-FOX,26000,QPSK, 2/3,6178,,A,6179,6178,621,,7880,,,boblcape,06-21-04,,on
AMC 2,105.00,KU,12120,V,WCTI-UPN,26000,QPSK, 2/3,6946,,A,6947,6946,621,,7736,,,boblcape,09-16-04,,on
AMC 2,105.00,KU,12140,H,WEAR- ABC,26000,QPSK, 2/3,4130,,A,4131,4130,622,,7350,,,skewming,05-01-04,boblcape,on
AMC 2,105.00,KU,12140,H,WKRG- CBS,26000,QPSK, 2/3,4386,,A,4387,4386,622,,7351,,,skewming,05-01-04,boblcape,on
AMC 2,105.00,KU,12140,H,WPM- NBC,26000,QPSK, 2/3,4642,,A,4643,4642,622,,7352,,,skewming,05-01-04,boblcape,on
AMC 2,105.00,KU,12140,H,WALA- FOX,26000,QPSK, 2/3,4898,,A,4899,4898,622,,7353,,,skewming,05-01-04,boblcape,on
